user_id,user_raw_id,train_seq_len,train_sequence,val_item_id,test_item_id
12979,A36RO7NCM6IUGB,20,1063 1018 7434 2505 4579 6648 7090 9721 6906 8571 3227 8572 8570 5023 8577 1699 4352 329 10213 8576,1032,11578
12980,A36SUBYQ9H7B9F,3,2760 920 2763,5160,5813
12981,A36T2OVOQDDM33,4,10631 8273 9829 10165,10618,10749
12982,A36TAQY1QRRYXV,14,7429 6434 8258 1621 4333 10351 2354 2525 3317 6324 7590 8266 10564 10608,11138,11244
12983,A36U3AYGF4R0B,9,1857 5088 10262 4187 2683 10608 7570 7121 7758,9806,9729
12984,A36U96CCCBOEXA,6,3850 4760 342 459 7330 1371,5664,3872
12985,A36UGV07IC1FCZ,11,843 5126 663 5132 5174 6023 5838 1520 923 3464 5501,7068,7598
12986,A36UM9A6K37MI,6,9348 6401 4734 5180 7826 9487,10447,10820
12987,A36VNUMXIHBOL2,3,4349 9560 351,1253,2707
12988,A36WECEZH25S2V,4,6850 6863 6963 4204,4288,5361
12989,A36WGHR8TO5DKT,10,1724 8035 3074 1674 9860 591 594 975 3481 5274,2371,2145
12990,A36WTXJBYS3DB6,16,1349 7534 8558 2148 9884 10356 5292 8557 10983 2043 9977 5154 11802 71 3856 6136,6800,1479
12991,A36X5KFF6PDGKC,9,1921 2613 3068 9207 2069 7418 8645 10247 8095,9211,2373
12992,A36XG2H1S14FW,3,2335 6102 1903,9784,4067
12993,A36XNX6YTJD9LH,3,2952 8703 6376,7924,9014
12994,A36XQW17LOORXE,6,4312 5761 4066 7268 1978 2370,2489,8961
12995,A36Y1IEN4SR0OQ,3,3214 1783 3101,1933,7599
12996,A36YKXLK7FCO4L,4,2298 4350 5043 5203,6563,6736
12997,A36YMMGXAQQYVU,3,3106 8633 8705,8815,10472
12998,A36YYZVJNXBS48,3,6289 7508 11522,2228,6576
12999,A36Z2VW2S94DGZ,5,3720 5680 574 1489 4893,6017,3849
13000,A36Z2WORF8Y6WX,11,2036 5097 5365 6248 7129 7407 7531 10631 11021 11022 11090,11410,11573
13001,A36Z4PWQ7DP0HL,3,5836 5625 338,8968,5030
13002,A36ZFMNRKCIBCH,20,4778 4793 7120 7266 6068 4335 4464 4646 5521 7413 5674 8297 4731 6316 7756 9818 7190 6202 8533 6605,8102,5193
13003,A36ZMH3TKA3BO1,3,8508 7459 1348,2027,7418
13004,A36ZQA798E22JG,3,9730 4184 11950,11951,12019
13005,A370F7Z8VH2X2E,3,3369 4642 2605,5170,3000
13006,A3713GUZVTPGQ4,5,3096 7306 8815 8589 9175,6282,7418
13007,A371H3O34V7USI,6,3993 7510 8801 2708 8148 9743,5714,10716
13008,A371U0JE3SUEC4,5,8060 9071 10415 10426 8736,10596,11221
13009,A371WIN4QTP8NF,7,10031 9199 5030 11404 7120 10673 5901,7116,7860
13010,A372A5KFYBGP0J,4,4818 3257 1884 3878,10699,1107
13011,A372AQ2DI105YK,4,734 1903 3585 4690,5135,8456
13012,A372MQA3TIQ2N8,4,6840 10005 9315 6401,10416,7846
13013,A373DEIH9BXSNZ,4,2014 3973 5536 19,20,7084
13014,A37428PPH6L8CI,4,752 2753 6486 6488,7477,8578
13015,A374L25LYO90B1,4,8598 8641 8777 9636,10607,10651
13016,A375BW38HE83MW,3,959 9922 6110,9239,11148
13017,A375NF45A1MDWI,6,2419 121 4150 8556 9458 3711,11764,2739
13018,A375Y4NW1OSXLB,7,4048 5474 4050 5376 4873 7801 8255,11316,8476
13019,A376FQCF5B8WBL,3,2057 4541 164,3459,2763
13020,A376I1C84R1XZM,3,7042 9946 6456,7231,5587
13021,A376OJHLE6SU9Q,20,5092 6388 10372 11319 11373 11053 11759 11764 11765 11777 11802 2687 9170 11762 11770 11801 11775 11652 11778 11779,11710,11984
13022,A376SAMM1PEVNL,3,5196 8339 8418,4209,7484
13023,A3776672XMVIDO,7,5819 344 3840 3859 7063 4562 4613,3847,10563
13024,A377H048KFAPCC,10,2450 4309 5164 614 3071 1520 527 2233 5504 6718,7271,9675
13025,A377RYV182M3D7,7,5411 5413 1262 5655 3557 5050 7582,2986,6028
13026,A377VQWLC65GR0,3,1035 2426 2870,240,10069
13027,A377ZP891WS6KU,5,2027 3074 7830 3176 9560,3922,7074
13028,A378MSQQT40OPE,3,7976 8117 2227,10675,11438
13029,A3796JLADKK5Z7,20,515 606 2986 3383 3422 4208 5167 7531 7970 8815 8823 8968 10181 10860 10924 9894 8026 8135 9831 10414,10425,11179
13030,A379CK0H5WJL85,7,3617 7294 438 1800 2174 2756 3251,6972,9508
13031,A379IB3EYAEL5,20,10709 6552 10569 1134 10698 7008 10372 3855 6191 10957 9995 10916 10557 11219 11215 1827 11767 11699 11775 11876,11613,11726
13032,A379KCANWLK3ZJ,3,8067 10421 10426,10595,10425
13033,A379KGWLA0ZBZC,3,2419 4118 6952,7417,7766
13034,A379W4G7YWQT86,4,5166 1696 3315 5426,6160,1913
13035,A379XSWI1WJ7YV,3,11227 12065 11661,12078,12086
13036,A37A9AW2IEJY5T,5,440 2037 7649 7651 6953,5097,6096
13037,A37AITGBNO3555,3,6626 8287 8286,10468,2242
13038,A37AOIGIWAJ5Z3,3,391 11649 4275,11561,10624
13039,A37BB0V6ZIMKJO,4,5702 5191 11546 11371,8818,11435
13040,A37BCP3J354ZX8,4,8280 371 8955 434,5648,8166
13041,A37BFRPUCCZFH4,5,4739 5251 5516 7652 7848,8189,9099
13042,A37BP99LUP6IUN,12,1365 7933 10608 878 1130 1674 3557 5052 5516 5824 6874 10749,841,8823
13043,A37C4N7URN6KLM,3,2986 3185 8226,266,3316
13044,A37C6G352BUIGH,3,3556 5030 6293,1970,5645
13045,A37CFAXPWI1B15,3,7531 8968 9204,8348,10162
13046,A37CVTDBQXA321,7,2619 11733 11175 11897 11899 11900 11567,11983,11819
13047,A37D2TGTIXRV2N,11,5967 9583 4438 8675 10809 9086 10709 10373 10372 11765 11708,11805,11897
13048,A37D55NJF1DW9R,15,4398 1231 763 8217 965 2243 3964 5233 5829 7843 953 2256 5187 6190 6580,7350,7858
13049,A37D5847LN3WQ,5,1447 3335 4152 2067 5825,6114,6434
13050,A37D7UKWVKRPJ6,3,722 7702 5836,8562,3563
13051,A37DIVI3ZNU9NZ,3,5569 9557 10786,11239,11552
13052,A37DJTGVUSINC0,3,2069 10874 10559,10880,8602
13053,A37DYUKMGSM6U1,9,1436 3168 3172 3312 3581 5808 1788 1978 9179,5420,11149
13054,A37E3NZOWQ7J75,3,2772 1971 5752,9432,576
13055,A37E6RW5BUX4U0,8,2299 2336 2341 4650 11395 7466 11396 11663,11397,11652
13056,A37E7WF2ENCOZ4,6,1822 8558 2170 2810 3835 3701,3633,4867
13057,A37EC8RJY3YK6O,5,1520 1521 2780 3970 6418,9736,9810
13058,A37EJP5NWU8FEI,11,7731 839 3389 330 647 717 1348 1978 3549 3590 6310,10537,10571
13059,A37EOLAE5SITDL,11,75 692 428 751 975 1120 2000 3632 3214 5381 2651,10318,10826
13060,A37EQPO08CBZ2U,8,3241 5199 9623 1189 3208 4941 7585 4907,134,3014
13061,A37EW0W3Y36R3X,4,953 2318 6422 7074,7237,7239
13062,A37F0S72H94HU9,15,10911 11831 11971 11975 11873 1247 11657 12021 11704 12038 11749 12049 11678 11227 11685,11987,11868
13063,A37FFWZUGO8L7W,7,8556 9457 9467 10983 11197 11200 11534,11535,11613
13064,A37G9DVMZHEUH3,3,7057 7169 7695,8641,5864
13065,A37H473BZHX9P0,15,3181 3993 4036 5462 8599 8632 8647 10241 7142 7762 10392 267 7871 10640 2604,4572,9172
13066,A37I0SFN56638P,3,8833 149 721,8823,9580
13067,A37I54S1TMF21O,3,2829 3476 3461,3471,10776
13068,A37IGJXPSMHU5F,3,4386 8042 8857,10444,10210
13069,A37IHRVO8JWYF2,7,818 1629 8729 9884 10389 8031 9656,11181,11215
13070,A37IIX7OLELUMT,20,1481 1529 2435 3072 3209 3325 4434 8745 9606 9633 9856 10574 10617 11158 5097 8135 9034 10631 10748 56,4326,11638
13071,A37IRE9GZ0CZ7I,20,4100 6971 8145 1489 6397 10139 1335 1507 1273 232 2767 3787 5585 7493 3951 9935 2642 4305 6444 4312,6723,10324
13072,A37ITFQMWUSVU8,6,4004 3438 4386 6362 8060 9293,6614,7473
13073,A37J11YG3P1DZR,12,7885 2133 3153 7248 1269 8516 1221 4248 7632 8109 9142 9480,6453,7965
13074,A37J1Y5BQ56YKV,4,1004 1951 4001 4578,4596,10249
13075,A37J8XKLNOX2RO,9,5247 8576 9529 2967 6565 9565 1045 6969 2070,3742,5308
13076,A37JB1DGWBIDDS,9,6865 920 6884 5692 5829 6088 6190 6605 9337,10744,8642
13077,A37JBBL399L98P,3,11561 7636 11650,1247,11657
13078,A37JRT04UG92C5,3,2411 6610 6608,1092,11172
13079,A37JYIO1S2DMC3,5,1629 2647 3274 9452 6601,7466,10390
13080,A37KEW14MD925E,3,6342 453 1408,1714,8630
13081,A37KG9AQK1PN10,8,5474 9590 9265 2615 9249 10563 10812 5089,6640,11801
13082,A37KS8CKH4Z3JI,4,7531 8182 1314 7848,8957,9717
13083,A37L21D6I299CL,5,280 6058 7168 8242 8102,1389,7755
13084,A37LE75X4HO95U,4,4857 5243 7976 8815,8818,10513
13085,A37LTGNTYK7P8I,3,2621 2705 2647,5799,2247
13086,A37M2689LURBVT,3,2318 9882 7094,7290,11405
13087,A37M9KLGJNJBGQ,3,7168 8823 9856,10162,10659
13088,A37MALRWFW8XHG,3,1265 5030 2020,8966,10608
13089,A37MH7ICH80QOX,10,3703 43 9122 6234 9026 6612 1513 3770 1514 9224,11642,11340
13090,A37MJTWU7SQ5TX,4,1331 8516 5069 1809,6268,7999
13091,A37MT7AGRZRLH9,4,9397 10708 9159 7836,11053,11733
13092,A37N9M2GDX138C,3,443 8312 2288,6982,8718
13093,A37NIUOMN9L2HG,6,2432 5541 647 5559 7294 6293,8484,10144
13094,A37NLD4W7ZGIMP,9,8949 5429 6049 10208 6307 10361 10638 4971 6733,8083,9163
13095,A37NP9ZP7PS9ZF,4,443 3251 4270 1651,7146,5008
13096,A37O112SV5Q14T,3,4184 258 3207,10055,11650
13097,A37O6D506A7OO8,3,7909 4287 6857,6864,434
13098,A37OJQ02HTGM1U,5,3876 7548 6434 10646 7531,8957,652
13099,A37OK9HYRK7RLX,3,5415 6241 6457,7081,472
13100,A37OLD09U3W17Y,8,280 1877 3209 3395 4903 9118 10051 267,509,5097
13101,A37OYVYHR5U4NU,16,7553 6259 9458 8687 1977 10317 3700 10813 10479 4021 10557 7846 3872 11646 11713 11602,11760,11200
13102,A37PZJH2F13IOR,12,2419 3181 2777 1261 4040 5767 8970 9458 9884 10199 10811 10917,10916,10756
13103,A37Q2U5I5N2K3K,20,4857 5243 5566 7129 8091 8598 8600 8634 8635 8697 8699 8700 8704 8706 10121 10122 10205 10207 10242 10243,10246,10284
13104,A37QLYQHB1Q2IY,5,201 10269 1017 4624 10045,1901,9058
13105,A37QQD38XD2DEA,3,6800 9148 132,441,10950
13106,A37QUQPYFMR9Y9,5,1267 4875 2395 1212 766,8762,10908
13107,A37QYM7T1JGAR6,9,9615 9840 9841 9851 9999 10169 10656 10008 2445,6852,9561
13108,A37R3P5JFNQG8S,15,7073 9582 9589 8560 10558 10561 10569 10698 10896 10895 10372 6234 10387 11663 11732,11767,11768
13109,A37RBO0G1LYZ5S,3,2171 4530 1458,4959,4879
13110,A37RCTKQ8Q6I8E,6,2647 3156 5009 5316 5986 6110,7365,11424
13111,A37RDB7KRNXHSC,4,4078 5248 9098 9658,10361,8086
13112,A37RFM44IVMS9C,4,5527 257 4302 3842,4100,2647
13113,A37RIRXE3WECZ,20,6296 6432 7911 8558 6259 9592 9593 9594 8726 9884 9882 10383 3714 10281 10813 10815 10729 5089 5092 7027,11613,10378
13114,A37RUTELZKMQFX,3,1446 7161 2721,5818,6940
13115,A37S3ACL57LN62,6,1261 8729 7543 9884 10383 10708,10709,11372
13116,A37S5QYD4NYDI0,4,6392 2807 10012 11402,11657,3770
13117,A37SL1X9MKDXTZ,3,1595 1646 4762,6110,6407
13118,A37TA115S10WZU,6,3558 351 267 4036 8319 766,6617,439
13119,A37TKXJCG07PQ9,3,1808 5174 10221,3393,5411
13120,A37TMB6SG77GTK,3,1237 689 8678,8677,9394
13121,A37TMCR4VOR8R,8,2948 4932 2977 5425 5046 4266 6788 4208,4965,11594
13122,A37TNRVP54I09T,3,1171 1175 2139,6032,6573
13123,A37U4O7I5UMV4U,3,386 1356 1451,5444,5455
13124,A37U6Y1G6V3BN4,4,3646 5116 7091 7665,4066,11650
13125,A37U7Y7IPIHBFB,4,345 5654 6901 5419,3265,5030
13126,A37UAEDJV33QQ5,7,5520 9048 2356 9722 8795 5664 7064,10564,9053
13127,A37UC4XX2NL6UM,5,3030 4850 4865 7699 9144,10014,10016
13128,A37USOKUTI724H,7,3657 8729 9883 3711 10751 10752 11899,11829,11613
13129,A37UWZVT6K44L1,3,4877 8334 9200,11306,11887
13130,A37V0EHVXJ9JFU,6,4036 8091 8600 10121 10284 8598,8706,8743
13131,A37V9OHPGOFUHP,3,779 3733 9529,11376,11378
13132,A37VII7HZ2P2P0,9,640 7226 638 463 5928 591 592 10269 10400,11282,10498
13133,A37VVV51R0QL8X,11,2217 3129 4495 542 5010 9122 9378 11368 286 1554 6873,9403,11560
13134,A37W51M20WW9TF,3,3693 4184 3293,3694,10663
13135,A37WN3J4OFPSFB,5,715 5589 6706 7273 7274,7239,1558
13136,A37WSGLDFDD8AX,4,3207 3556 7239 8789,9751,148
13137,A37WVR9M1STQDU,5,5535 8726 3700 8675 10570,10758,10814
13138,A37WW5O42NMOKR,3,7352 10161 10854,10855,11128
13139,A37WWTCEUU3VTI,3,8935 9561 10285,11452,11453
13140,A37XHG5LLONQH2,6,1298 4723 281 6096 5097 8220,9057,6105
13141,A37Y36422IBS73,4,1513 7571 4184 6434,6590,10990
13142,A37Y5Y7NO28D0,3,1306 4750 5342,5825,1674
13143,A37Y8S37OFM1OY,5,1595 94 1759 3661 6154,1404,10723
13144,A37YAOD1G3W10L,5,1253 7064 1244 4790 3233,4794,7650
13145,A37YBAMR5B7A1C,3,8898 7037 1637,6771,9368
13146,A37YEEC9CL7ETX,6,3249 2120 4972 5097 8516 9753,9827,9831
13147,A37YKNJCF4O0K1,3,4462 4067 7042,9224,4362
13148,A37YUFBI23UPB8,12,8583 8587 908 4661 4959 5174 5632 7413 8815 8958 8940 1253,6324,10915
13149,A37Z843SR49K8P,3,368 529 3760,8645,29
13150,A37ZFC97MT9M9M,3,2318 9030 11193,11217,11700
13151,A380LZ7JU1E6HK,8,1314 688 404 467 5503 7336 8325 1242,9695,1659
13152,A380S0FSWNY6QK,3,91 148 6996,2108,3366
13153,A38167RWGZR8AE,12,9393 8232 11661 11561 11665 11835 1247 11275 11678 11227 11704 11044,11474,12089
13154,A381KBTBXZRNYA,4,10135 10247 10852 10854,10876,9447
13155,A381MT950I6KRL,11,1449 2171 3555 3347 3898 4675 5510 1705 4682 7074 10957,3993,11857
13156,A382BCK6WQTVR4,3,2716 2717 4642,5847,4978
13157,A382NHBY4GF7S7,5,2027 3243 4825 1392 4188,4680,8942
13158,A382T4ZIRD0FLK,5,160 6700 6955 339 4010,6546,6679
13159,A382UCNPES463W,5,518 3754 11246 2304 3662,6952,10056
13160,A383379JUAV0WB,3,3397 90 1901,6010,6979
13161,A383HYM3LZ32GH,4,7087 7086 748 6311,2829,3380
13162,A383J2B4YZQ3C5,3,23 2529 3545,5437,10392
13163,A383XURHVF8ON6,18,191 3767 1441 1200 892 3762 2719 2153 394 1968 8558 8969 7354 8729 1520 726 6823 11810,11800,650
13164,A38482OTWSHQDG,4,8871 9366 9780 11792,11838,11921
13165,A384GILMVNUQXT,6,2770 7061 3833 6026 2318 6873,7224,5000
13166,A384K973V6HT6W,13,4184 6433 7445 7474 2027 2647 7418 8565 8666 9196 3902 10057 10150,8135,11193
13167,A384KSITCNYYVL,3,6362 10310 10556,1851,8635
13168,A384ZUI0CJMM8T,7,10534 10741 10746 5121 8800 9831 10105,7531,9766
13169,A3851PGBIQN5MY,5,11808 11936 11937 11939 11940,11941,11965
13170,A38583M6JFBJQA,8,4191 4386 6470 5795 5856 6198 6449 6485,6488,10432
13171,A385JRWRQIFP5X,6,3565 5661 6609 7752 10262 11033,7852,4516
13172,A385PB4FCRI6J4,8,567 821 827 1494 4434 5683 5786 6317,6758,7687
13173,A385U4RTHAZOSG,9,6811 8102 8616 10488 10592 10655 544 8871 5113,11062,8957
13174,A3861IBNFDR8RU,6,2299 2341 2663 2419 1164 3878,4024,4724
13175,A3869R8PKIECSG,3,2999 7647 7652,9529,6793
13176,A386MTGLGLEJUK,4,2214 2756 3550 6401,7468,5963
13177,A386QZ3Y4COV95,9,2073 5100 7132 6824 8288 9101 4021 6996 8306,8307,2026
13178,A386TS10CQV15H,3,2002 7651 438,8826,2811
13179,A387F7HBNQIY5J,5,9322 158 4015 8799 10711,2305,7964
13180,A388C0HNNRGYF4,5,1331 2928 1977 2445 6947,7651,8801
13181,A388Q1QQBCJ2H4,3,2787 8757 8790,5342,8962
13182,A388X9B2K05JPW,6,846 6656 434 6387 1244 6527,2680,8327
13183,A3894K34ZYG2I1,7,4208 3438 6807 7316 7088 8935 6467,7478,5397
13184,A389H091XJULAI,3,2921 5237 6942,7603,8123
13185,A389LROH63ULJJ,5,4969 4992 5022 10834 544,10859,3325
13186,A389M7MUMP06Q7,3,2321 2330 6564,1719,3015
13187,A38A4BD5KEAXKY,4,2920 3221 6850 8793,9210,9398
13188,A38AIYQCHFF68A,3,5166 6491 8237,6158,7976
13189,A38B0YB6SL3QYY,3,592 9837 2772,5752,9204
13190,A38B7MUWO2UPZE,5,3575 4777 3656 535 54,457,4815
13191,A38BBE1F82F9TG,3,7116 146 9529,2594,8537
13192,A38BFW2QWF8QKH,3,7327 2660 4156,5612,6569
13193,A38BLF1LARYG9K,6,991 5640 5577 1630 2647 8047,9045,3730
13194,A38BYCK64K98TI,5,3923 2017 12 6903 2410,4752,11119
13195,A38C3EUB9SVJG5,3,2708 3767 5840,9494,2805
13196,A38C6GNW5X0D5J,5,6401 9961 3130 7559 8485,9638,10042
13197,A38C6SSZR8CY3L,5,6096 8650 9034 9755 9908,11019,11420
13198,A38C7BTT1PPYDI,3,8516 356 1107,8437,9208
13199,A38CF0MKI1GKWP,6,3139 3521 3869 3516 8119 8374,11911,8703
13200,A38CI1SVH2HOB8,3,1379 7029 8834,4123,79
13201,A38CLA1HL9LUGL,3,1333 9164 9165,8029,8066
13202,A38CLMYP4XUODX,6,1912 8334 4725 9609 356 454,1519,3081
13203,A38CNUPRPKPYU1,4,2973 3325 8123 8650,3209,4263
13204,A38CP8W13VGJS5,9,1520 4713 9366 4208 6461 6479 7481 10432 9624,6464,9628
13205,A38CWC6MDL1PK6,6,6980 2621 4100 4840 1677 2556,7512,9304
13206,A38CWW0XU1HMTQ,5,4694 4899 8107 8143 4693,8669,7564
13207,A38DN2CJ3CRS9M,3,10364 4022 7746,9777,8740
13208,A38DUL6WSCD6Z1,4,4602 1766 1392 11159,9995,9949
13209,A38E0NUTVGQM45,5,5652 158 851 1281 5274,6341,7645
13210,A38ELKNRB3XOE4,14,4676 2085 5736 9494 1730 4156 7667 1351 1364 5771 5825 5843 6420 8158,9171,4090
13211,A38EPXO5D9B40T,6,8222 330 929 5094 2921 4625,6258,1934
13212,A38EUPG1N2D0LZ,4,4759 10997 11022 11561,11969,552
13213,A38EXU6X0YD0QV,3,2148 10873 10874,6874,4519
13214,A38F70JAC3I65N,9,2421 5889 7820 9703 7355 8255 8181 5925 10049,2973,1585
13215,A38F7PE1K3EZDO,6,8661 8662 2721 9235 639 3042,3182,8315
13216,A38FD660E1T9UZ,3,443 839 3247,9171,9732
13217,A38FT1Q27V3XBV,11,4754 1291 767 5981 1138 9662 3638 5596 8139 9534 7711,2427,2921
13218,A38FV75Z4EL4SL,5,6225 6487 8582 10425 7465,7612,9365
13219,A38FVHZTNQ271F,7,0 10469 10063 9402 10361 4757 6499,11443,11389
13220,A38G9GY79510NC,3,2087 6237 1414,6704,11221
13221,A38GKCOC9MHQ2N,5,10041 10809 5824 3102 6324,2508,139
13222,A38GQMM4HJB56I,4,7999 1905 6155 6209,6938,4598
13223,A38GTXKPSEZ780,20,8595 8704 1879 5635 5646 5751 5920 6660 7607 8701 5243 8600 8634 8700 10121 10122 10205 10207 10243 10284,5636,8107
13224,A38GZDHGZASCYH,4,180 911 1507 1770,2153,2242
13225,A38H4XCCPLRF93,11,9582 9587 8643 8557 10810 10843 11229 11761 11781 11778 11780,11782,11930
13226,A38HE8S1KV94RC,7,779 1520 2002 5986 6382 5628 7282,9682,11162
13227,A38HH5PLI6CM2I,4,386 867 3847 7658,7848,1535
13228,A38HHFUOD5ZKVK,3,2070 4933 4324,5055,5403
13229,A38HMH9YUPRUOR,4,414 8637 10468 7848,7976,9508
13230,A38HN5MGO0FXTN,12,4208 6466 6471 6476 6479 7472 7608 8067 8069 9624 9973 11311,8736,4907
13231,A38HPQMUC7ET46,3,3446 5595 5810,7020,10767
13232,A38HSGE5U8KG7,4,1760 7559 388 1278,9560,10996
13233,A38HU4KLYKWT6O,9,5642 5708 8890 9351 9635 1155 3004 7753 8111,8597,9364
13234,A38I90C4TF4DKN,4,3258 5807 8334 2894,5062,2598
13235,A38ICOXQ6NZYWJ,4,6861 7120 10897 11545,7006,5170
13236,A38IEZF0P3ZUQJ,3,5276 2468 6136,835,9580
13237,A38IK70GPO2HX1,4,790 5697 443 2806,3250,11075
13238,A38IL0V21KVC9V,3,6063 9155 1383,11922,10306
13239,A38IL2GXD8866Z,5,9327 1677 9025 2986 1648,10438,10721
13240,A38IXYR8DNAI75,6,5912 234 2373 4598 5691 6263,7978,10059
13241,A38IYMC66LMDZT,7,2512 7381 8568 5712 7745 7652 5408,9537,11164
13242,A38JDRJ4SK0KN2,5,4828 6062 4627 7129 8642,9028,3564
13243,A38JGO3ETNO8HR,10,3842 9349 9251 9882 7681 10384 3700 10388 10527 10811,10983,11799
13244,A38JI6X1XKNZ78,3,3635 9890 1580,1724,10314
13245,A38JIIHRVTSNYV,20,2167 3427 3524 3930 4308 5525 5593 6058 8091 8166 9204 56 655 3683 5736 1126 5371 389 8014 9555,11159,11356
13246,A38JKN7ZMSXM8Y,3,3730 5518 11157,11544,7140
13247,A38JQ1DNR2FJJK,4,10445 8635 8634 10243,4111,11290
13248,A38K04MT5LR0JC,3,9584 9589 1227,10557,11796
13249,A38K6MIINDFU3C,15,3329 4520 5193 5802 6169 9127 1709 5061 145 3948 4165 4537 5697 6181 9529,9659,7651
13250,A38KK0SZYEH5UD,20,4510 2384 7552 9593 9724 2018 3116 8235 10529 4557 2287 11372 8456 4101 6843 8943 11449 11564 8975 8976,11618,11567
13251,A38KK1OA86QJ2X,4,68 774 1189 1253,5463,511
13252,A38KNPGVKRGKCB,10,8413 4740 8242 544 4467 1363 8075 3601 10779 11185,10642,11886
13253,A38KO3KKR7GF4V,20,4187 534 457 3243 1674 1120 2205 6788 1348 3948 5411 6453 7224 7795 11091 2049 7819 9195 11517 11559,11313,11635
13254,A38KV68M422TQJ,3,4097 7000 3034,9196,9199
13255,A38L8YQCIAD7HD,3,7531 8823 8968,9368,11248
13256,A38LQHK1OI66AN,3,8219 9379 2971,6101,11639
13257,A38MNWW6OKA6KI,3,9045 7051 11264,1412,10335
13258,A38MTIH211HAGE,20,7776 7214 8714 7129 8077 8720 3218 8620 4663 4386 8070 9281 9489 9616 11293 5364 10143 10713 11248 11851,11909,11158
13259,A38N8Z1U5GM91C,12,11938 1247 12019 12024 12056 11868 12064 12057 11908 12058 11971 11087,9611,12087
13260,A38NB89YT6JI1L,4,1942 2901 7531 8123,8429,8823
13261,A38NHXL5257E3B,6,183 5475 2144 4591 1818 11402,8228,11728
13262,A38NVSPRZWRMVD,3,2053 6512 7011,8322,5208
13263,A38O70C4DAI8AN,7,1489 7294 8255 4296 726 8675 9560,6964,7603
13264,A38O7JHPCE5EOF,3,4163 5950 1161,6881,4626
13265,A38OHX0TEHQYZ2,5,4698 4036 8321 8476 11489,5993,2819
13266,A38OKZZYVV4PCB,3,4665 2639 5108,1036,1268
13267,A38OZZYDCM3FHV,3,5187 8042 10196,10769,11468
13268,A38P221EXU9SU1,4,768 5169 4409 3943,471,2727
13269,A38P3F25AA6VDX,5,2769 7540 4997 1635 1265,5828,4876
13270,A38QDFPDKNZLLE,5,148 180 10085 5358 3878,1244,5681
13271,A38QHZEEYZKT27,5,3878 2111 10372 10373 11795,11796,11534
13272,A38QX3K5MDNEGC,3,3336 7788 8037,6499,9559
13273,A38R6HM8DRQ6PE,4,2243 4303 5411 6319,1520,5038
13274,A38R89V4DLGG6K,4,2647 6840 4184 8439,9065,9625
13275,A38RFUY8MI8HIS,4,2604 2605 8299 181,4021,3859
13276,A38RIRRZH1S2EA,3,2671 8869 10398,10487,8039
13277,A38RKFEXWUKKNY,4,2921 7365 7526 7890,8642,10307
13278,A38RMU1Y5TDP9,10,234 2010 7079 7841 1228 9455 10756 6183 4204 2769,11535,5588
13279,A38RSVBJSMZ83O,8,3876 2811 4386 6240 6245 6247 7626 8420,11234,11515
13280,A38RVHADJCQU7Q,7,2645 4189 4536 544 6908 3908 9372,5705,1938
13281,A38S2ELFQMNEHP,7,4613 10682 663 7459 11313 9946 446,1979,11342
13282,A38S69R25H3KBK,4,5160 7061 208 2806,10523,2697
13283,A38S9UIL0GT46R,12,7860 4546 6667 8522 920 1693 8074 2220 2492 395 267 1191,10152,10153
13284,A38TBT284Q3SGL,3,1266 2187 1228,6950,9207
13285,A38TEHDY0CGMJ6,3,4661 6101 7636,7637,10639
13286,A38TQXI3VUTJ9I,3,6816 890 1749,8320,422
13287,A38TY7MDJZVJ0R,5,2049 1330 6284 751 2769,626,70
13288,A38TZDUZLPA0BH,3,43 6277 7816,4555,70
13289,A38U6OZ6IWGUFA,5,860 3190 6430 129 721,1751,11448
13290,A38UHN0ULFLQ8N,6,2359 2647 7455 1859 2214 8642,9200,9217
13291,A38UI278BNPSQV,4,653 5198 1674 4306,62,6769
13292,A38UO7P7BVYUH4,4,260 2027 2647 2769,4648,8312
13293,A38UOEZFGSJSPO,4,7785 8429 9543 1686,11451,163
13294,A38UVC7S2IT96N,3,5711 8583 7116,7745,8588
13295,A38UWQHOXEEJTR,6,8149 5577 8650 9307 10188 8893,4456,10736
13296,A38VDDNZ7A3QM0,20,2598 5192 9946 7790 5 6265 9713 9060 3297 3570 4233 4719 5185 5381 5902 6202 6915 7929 8089 8958,9118,2721
13297,A38VI9M6QIDPI3,5,1375 7702 1969 5292 3856,3863,6183
13298,A38VO263ZTM2AL,5,7074 2683 113 187 3225,3234,7667
13299,A38VQ2TIPPBKNN,7,1071 2299 10669 10106 6183 7566 10570,10598,11761
13300,A38WM0BUGA03WD,10,5614 10748 8172 8823 10162 3940 10801 9846 9835 10642,8965,8507
13301,A38WT8GJJ57XJT,5,702 6366 6395 6915 7109,8314,7186
13302,A38WZUUA7H7UNZ,4,6996 3231 10407 10857,11137,9129
13303,A38X2R3BOQGQZQ,13,133 2212 3118 3593 6453 8581 2434 7763 7032 5033 9121 168 169,5747,5784
13304,A38XJT4T7X129D,4,8135 10151 10162 10769,3311,11438
13305,A38XOIJCFVKL6H,4,6324 6434 7856 9727,9728,1606
13306,A38XPSMNZHZBWN,4,2036 2037 5351 6062,2620,646
13307,A38XS08I7CNOUY,3,8144 4089 3811,2683,3312
13308,A38YU2G73LYCU2,13,4036 5265 5453 8091 8517 8598 8599 4857 5630 5632 7125 7129 8595,8857,8896
