item_id,asin,item_text,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
173,B000087L6T,"Rose Milk Skin Care Lotion - 8 fl oz LEE PHARMACEUTICAL CO. For Softer, Smoother, Younger Feeling Skin. Moisturizers Bea",0.033722,0.010448,0.054085,0.049976,-0.012466,0.016451,0.003398,0.023367,-0.051801,0.007072,0.027864,-0.002457,0.010506,0.007187,0.004594,-0.031051
174,B000089SA4,Soap Glycerine Vitamin-E 4 Ounces Clearly Natural &lt;P&gt;&lt;UL&gt; &lt;LI&gt; &lt;DIV&gt;Biodegradable&lt;/DIV&gt; &l,0.044508,-0.014489,-0.031378,0.051061,-0.009996,-0.028159,0.025708,-0.027021,-0.044046,-0.03569,0.058542,-0.014719,-0.044738,0.030897,0.017333,-0.051868
175,B00008BNZ4,Wahl 79900B Clip-N-Trim 23-Piece Complete Haircut Kit Wahl The Wahl Clip-N-Trim 23-Piece Complete Haircut Kit is a one-s,0.052023,-0.000653,-0.002365,0.017253,-0.024176,0.001609,0.000483,0.015429,-0.020827,-0.008312,-2.3e-05,-0.020069,0.00977,-0.013324,0.012179,-0.029324
176,B00008CMOQ,"Queen Helene Mint Julep Masque, 8 Ounce Queen Helene The Original Mint Julep MasqueHelps dry up acne pimplesRinses away ",0.023374,0.019586,0.005708,0.031102,-0.022785,0.010913,0.012357,0.005453,-0.036043,-0.007901,0.013477,0.029404,-0.005277,0.002148,-0.010335,-0.026469
177,B00008CMOR,Queen Helene Original Formula Antioxidant Grape Seed Extract Peel Off Masque -- 6 oz Queen Helene Antioxidant Grape Seed,0.030542,0.012161,0.015395,0.039586,-0.017245,-0.006496,-0.002241,-0.011874,-0.042653,0.006587,-0.009191,0.003069,-0.009026,0.008383,-0.018385,-0.025185
178,B00008CMOS,"Queen Helene Masque, Mud Pack - 8 oz Queen Helene The Original Natural English Clay Mud Pack MasqueAn old-fashioned, tim",0.028995,0.018761,0.010641,0.036283,-0.028246,0.004866,-0.013135,-0.014341,-0.046398,0.00908,0.015301,0.011888,-0.00218,-0.006964,-0.030415,-0.041696
179,B00008DPP8,"Softsoap Naturals Moisturizing Liquid Hand Soap with Milk &amp; Honey, Pump - 7.5 fl oz Softsoap Indulge your skin with ",0.023892,0.020747,0.009558,0.018508,-0.011481,-0.007442,0.00827,0.013797,-0.035185,-0.032026,0.027011,0.004009,-0.000676,0.006393,-0.007499,-0.035917
180,B00008J2XQ,"Aveeno Active Naturals Skin Relief Hand Cream, 3.5 Ounce Aveeno This unique, non-greasy and fragrance free hand cream is",0.052607,0.02749,0.018965,0.026744,-0.020676,-0.004872,0.001345,0.017063,-0.033784,-0.01734,0.029109,-0.016385,0.001132,0.007907,0.001846,-0.029972
181,B00008KA7P,No Rinse Shampoo - 16 floz (473.1 mL) Clean Life Products 16 oz Bottle Shampoos Beauty Hair Care,0.074312,0.000504,0.028807,0.022158,0.000781,0.007242,0.007445,0.010649,-0.045018,-0.025478,0.021501,0.005654,0.010571,0.003244,0.009975,-0.056215
182,B00008KA8D,"Revlon ColorStay Overtime Liquid Lipcolor, Keep Blushing Revlon 8 hours of color and the shiniest shine - all in one dou",0.03704,0.019702,-0.001654,0.033149,-0.017283,0.005948,0.009801,0.014502,-0.031016,0.000456,0.016119,0.013641,-0.043941,0.031393,-0.001107,-0.022836
183,B00008MNZH,"Eucerin Daily Protection Moisturizing Face Lotion, Broad Spectrum SPF 30 Eucerin Creams & Moisturizers Beauty Fluids & L",0.02463,0.037759,0.06162,0.053759,-0.0002,0.012633,-0.004618,0.012791,-0.033376,-0.038051,0.035287,-0.02138,0.014245,0.002095,-0.034236,-0.031004
184,B00008MOQE,"Maybelline Great Lash Mascara, Very Black -.43 Fluid Ounce Maybelline Maybelline&#x92;s lash-doubling formula conditions",0.031426,0.014117,0.023097,0.023476,-0.019046,-0.014096,0.005003,0.025284,-0.04404,0.008854,-0.008968,-0.006082,-0.005604,0.016526,0.015868,-0.039762
185,B00008MOQJ,"Maybelline Great Lash Curved - Very Black Maybelline Maybelline&#x92;s lash-doubling formula conditions as it thickens, ",0.028035,0.018783,0.021631,0.026971,-0.02353,-0.019475,-0.004572,0.017606,-0.046034,0.00674,-0.002544,0.001425,-0.006414,0.015048,0.014955,-0.037168
186,B00008MOQN,"Maybelline Great Lash Waterproof Mascara, Very Black- .43 Fluid Ounce Maybelline Maybelline&#x92;s lash-doubling formula",0.030035,0.014237,0.020841,0.021075,-0.021709,-0.013842,0.003696,0.027042,-0.043187,0.008618,-0.006775,-0.005537,-0.005299,0.016504,0.015332,-0.039458
187,B00008O2X5,"Almay Anti-Perspirant &amp; Deodorant, Clear Gel, Fragrance Free - 2.25 oz Almay Hypo-Allergenic. Provides the ultimate ",0.03847,0.0492,0.006721,0.033548,-0.027915,-0.000669,-0.005228,-0.003691,-0.04277,-0.047771,0.009889,-0.009704,0.018713,0.01012,0.010058,-0.031632
188,B00008PC1O,"Sun-In Spray-In Hair Lightener, Original - 4.7 fl oz Sun-In Sun-in super brings out your natural highlights just like th",-0.01658,0.017576,0.028146,0.01401,-0.037272,0.005642,-0.012716,0.011521,-0.025475,-0.015507,0.005283,0.013348,-0.038039,-0.002338,-0.020128,-0.045016
189,B00008ZPG9,Olay Regenerist Deep Hydration Regenerating Cream Facial Moisturirzer 1.7 Fl Oz Olay Moisturizers Beauty Body Oils Skin ,0.024765,-0.004267,0.05517,0.069723,-0.008238,0.01348,0.02054,0.011689,-0.055539,-0.004171,0.006804,-0.009902,0.00379,0.014763,-0.016573,-0.027998
190,B00008ZPGA,Olay Regenerist Regenerating Serum Moisturizer 1.7 Fl Oz Olay Moisturizers Beauty Body Oils Skin Care,0.016624,0.004772,0.057132,0.068556,0.000162,0.01872,0.027556,0.021263,-0.042262,-0.008591,0.003722,-0.008905,0.0108,0.022921,-0.025827,-0.01882
191,B000092OX4,"Olay Regenerist Regenerating Lotion With Sunscreen Broad Spectrum SPF 15 2.5 Fl Oz Olay If you spend any time outdoors, ",0.009442,0.014934,0.038143,0.022533,-0.024392,0.004302,-0.002642,0.001799,-0.03351,-0.011137,0.011671,-0.01081,-0.015639,0.009478,-0.026238,-0.004449
192,B000093A0U,Hugo By Hugo Boss For Women. Eau De Toilette Spray 1.3 Ounces HUGO BOSS Introduced in 1997. Fragrance notes: water lilie,0.025524,0.023052,0.00653,0.03972,-0.013055,0.002013,0.012428,0.00778,-0.027588,-0.016095,0.021591,-0.008221,-0.020129,0.015963,0.00061,-0.037972
193,B000093I60,"No-Rinse Body Bath, 16 oz Clean Life Products Feel Clean and Refreshed in Minutes.Leaves skin clean, refreshed and odor-",0.034327,0.004835,0.009583,0.033196,-0.04343,0.017829,-0.019577,0.016128,-0.035874,-0.060542,0.009829,-0.029385,-0.000464,0.012492,-0.010707,-0.047452
194,B000094Q6C,"Tournmaline Ceramic Curling Iron, 3/4-Inch Conair If you were around in the &#x91;70s, the words ""curling iron"" may brin",0.043095,-0.000795,0.015625,0.028226,0.000787,-0.010707,-0.008692,-0.001493,-0.021149,-0.012392,-0.000409,0.020875,0.004103,0.002686,0.014313,-0.023004
195,B000094ZDX,Conair 1600 Watt Folding Handle Hair Dryer Conair 124ANP Features: Mini turbo folding hair dryer with 2 Heat/speed setti,0.058149,0.020706,0.007121,0.03597,-0.007271,-0.001716,-0.002796,0.003796,-0.042579,-0.025563,0.009864,0.014191,-0.013451,0.001046,0.022118,-0.017449
196,B0000950LF,"Promensil Menopausal Relief Supplement Tablets, 60-Count Box Promensil A dietary supplement of plant estrogens extracted",0.016835,0.017141,0.011567,0.023777,-0.022052,0.007774,-0.031463,-0.000147,-0.041402,-0.034318,0.009736,-0.011092,-0.025419,0.001196,0.01655,-0.007064
197,B000095SDS,Scalpicin Max Dermatology Scalpicin Scalpicin Max Dermatology Pack of 1 Hair & Scalp Treatments Beauty Hair Care,0.0591,0.019217,0.029637,0.042931,-0.046305,0.017207,0.010427,0.013765,-0.070921,-0.015564,0.0539,-0.000807,-0.007314,0.020274,0.013301,-0.027481
198,B00009WO0W,"Weleda Children's Tooth Gel, 1.7 oz Weleda Weleda Children's Tooth Gel - 1.7 ozProtect developing teeth and gums with na",0.034147,0.016935,0.025375,0.026015,-0.025118,-0.001457,-0.01245,0.028424,-0.014296,-0.019698,0.003425,-0.018274,-0.016524,0.003518,-0.000472,-0.011576
199,B0000AFUTL,"Jerdon JP7506CF 8-Inch Two-Sided Swivel Wall Mount Mirror with 5x Magnification, 13.5-Inch Extension, Chrome Finish Jerd",0.032651,-0.019906,0.017455,0.024655,-0.018324,0.033469,-0.012417,0.002271,-0.038462,0.00586,-0.038301,-0.016278,-0.01352,0.009062,-0.000424,-0.037191
200,B0000AJ3PT,"Aveeno Active Naturals Creamy Moisturizing Oil, 12 Ounce Aveeno This light body moisturizer locks in moisture all day lo",0.037178,0.021207,0.019294,0.044209,-0.02515,0.010945,0.011746,0.014887,-0.036049,-0.026467,0.031176,-0.009858,-0.011444,0.005398,0.000935,-0.025278
201,B0000AJ3PU,"Aveeno Active Naturals Stress Relief Moisturizing Lotion, 12 Ounce Aveeno Aveeno Stress Relief Moisturizing Lotion helps",0.034104,0.006599,0.028011,0.046348,-0.003801,0.007045,0.0105,0.007388,-0.045579,-0.014765,0.026691,-0.01523,-0.019121,-0.000202,-0.003296,-0.03318
202,B0000AJ3Q3,"L'Oreal Paris Double Extend Mascara, Blackest Black, 0.33 Ounces L&#39;Oreal Paris +60% Visibly LongerStep 1:&nbsp; Lash",0.024904,0.018033,0.014705,0.02077,-0.030646,-0.007857,-0.000119,0.021037,-0.040439,-0.030443,0.004182,-0.013759,-0.030689,0.004362,-0.011188,-0.034496
203,B0000AN9L9,"Neutrogena Transparent Facial Bar Bonus Pack, Original Formula - 6 ea, 3.5 oz each, total 21 oz Neutrogena Neutrogena Or",0.03048,0.016714,0.000741,0.014799,-0.029118,0.008526,-0.002341,0.005639,-0.046422,-0.040818,0.020063,-0.015927,0.002868,-0.012532,-0.003188,-0.006365
204,B0000AS54S,"Udderly Smooth Udder Cream, Skin Moisturizer, 4 Ounce Tube Udderly Smooth Udderly  SMOOth Udder Cream is a water-based m",0.025483,0.043968,-0.002698,0.02453,-0.040638,0.012866,0.003119,-0.006045,-0.015128,-0.027137,-0.000358,-0.012922,-0.017449,-0.020352,-0.004799,-0.029079
205,B0000BV14G,"Cool Water By Davidoff Eau-de-toilette Spray, 1.7-Ounce Davidoff Cool Water by Davidoff was first manufactured in 1997. ",0.037654,0.053967,0.00115,0.037006,-0.034727,0.002657,-0.003597,-0.003463,-0.012871,-0.036879,-0.004958,-0.005529,0.025779,0.020669,-0.001295,0.00348
206,B0000C0XL8,"Desert Essence Organic Jojoba Oil -- 4 fl oz Desert Essence For Hair, Skin &amp; ScalpDesert Essence Organic Jojoba Oil ",0.028845,0.015775,0.019074,0.023582,-0.029847,-0.002848,0.013653,0.00121,-0.039806,-0.001051,0.010641,-0.024434,-0.01279,0.003851,-0.00114,-0.055829
207,B0000C4COV,"derma e Soothing Skin Treatment, Tea Tree &amp; E Antiseptic Cr&egrave;me, 4 oz (113 g) Derma E Derma E Tea Tree (5%) & ",0.021513,0.021398,0.023155,0.026559,-0.023124,-0.000193,-0.00163,0.011851,-0.043727,-0.011106,0.014216,-0.01819,0.003123,-0.017577,-0.013893,-0.043667
208,B0000CC64W,Olay Regenerist Daily Regenerating Serum - Fragrance Free Moisturizer 1.7 Fl Oz Olay Creams & Moisturizers Beauty Fluids,0.027056,0.021379,0.050866,0.057901,0.001924,0.021529,0.002252,0.005231,-0.0398,-0.0348,0.017933,-0.014232,0.019104,0.012298,-0.013035,-0.037123
209,B0000CDVN6,"Conair Spiral Styler, 0.75 Inch Conair &lt;P&gt;&lt;STRONG&gt;The Perfect Size For Beautiful Spiral Curls.&lt;/STRONG&gt",0.027464,-0.014693,-0.016684,0.055461,-0.006895,-0.026295,0.008514,-0.041639,-0.040765,-0.041416,0.016572,0.002137,-0.028296,0.038414,-0.00186,-0.060164
210,B0000CNR0E,"Household Essentials Travel Tie Case, Black Household Essentials This padded tie case protects up to six neckties from w",0.060897,0.032148,0.000586,0.01044,-0.028025,0.011311,6.9e-05,-0.012677,-0.028206,-0.031317,0.01868,0.014788,-0.021181,0.010794,0.013725,-0.025852
211,B0000CNR0J,"Household Essentials Grooming Travel Bag Organizer, Black Household Essentials Padding on all sides of this rectangular ",0.048822,0.011941,-0.004708,0.027661,-0.015713,0.0114,0.003053,-0.011325,-0.024433,-0.038241,0.02273,0.005163,0.00365,-0.008355,-0.005484,-0.023249
212,B0000UJJH0,"Desert Essence Tea Tree Oil 100% Pure, 2-Ounce Desert Essence Dessert Essence Tea Tree Oil is an essential oil grown in ",0.054293,0.034786,0.002562,0.044852,-0.036626,0.002884,-0.005802,0.020453,-0.023023,0.015232,0.009046,-0.024941,0.0157,-0.008587,-0.0039,-0.026458
213,B0000UTUS8,"Aquis Microfiber Hair Turban, Lisse Crepe, Patented Design, White Aquis Aquis towels are made of Aquitex, a super absorb",0.045187,0.026243,0.015754,0.020347,-0.027839,0.0012,-0.013761,0.007605,-0.050342,-0.025303,0.007551,0.022214,-0.009275,0.004395,0.021876,-0.019253
214,B0000UTUVU,"Mrs. Meyer's Clean Day Dish Soap, Lavender, 16 Ounce Bottle Mrs. Meyer&#39;s Clean Day Here's something you simply can't",0.038862,0.052425,0.020211,0.028689,-0.033663,-0.008927,0.022336,0.006955,-0.030642,-0.031829,0.014222,-0.002441,-0.000375,-0.000321,0.003374,-0.029094
215,B0000UTUW4,"Mrs. Meyer's Clean Day Liquid Hand Soap, Lavender, 12.5 Ounce Bottle Mrs. Meyers Hands have never had it so good. Our Li",0.031306,0.035662,0.032111,0.033808,-0.017454,-0.001575,0.017646,0.007913,-0.028045,-0.015345,0.020843,-0.00256,0.004428,0.002701,0.011025,-0.022208
216,B0000VC1YC,"Neutrogena Body Oil, Light Sesame Formula, 32 Ounce A sheer moisturizing experience. Experience Neutrogena Body Oil, its",0.039483,0.040418,0.023548,0.043512,-0.012463,0.005496,0.002121,0.02238,-0.045165,-0.027149,0.01015,0.012745,-0.009523,0.012729,0.013407,-0.023561
217,B0000XMQTA,Irene Gari Cover Your Grey for Women Touch Up Stick Medium Brown Irene Gari Buy Irene Gari Hair Color Gray Coverage - Ir,0.006772,0.031229,0.008299,0.035052,-0.041169,0.024423,-0.009975,0.013019,-0.060521,-0.013848,0.003295,-0.005412,-0.008471,0.005665,0.010063,-0.050369
218,B0000Y3C3I,"Afirm 3X AFIRM, a retinol cream, reduces the appearance of fine lines and makes your skin look and feel smoother and fir",0.020187,0.024704,0.012183,0.023106,-0.022213,-0.016043,-0.024549,-0.005876,-0.030541,-0.014347,0.005497,0.014175,-0.031751,0.006237,-0.011448,-0.01057
219,B0000Y3COC,PanOxyl Bar 10% - 4 oz - 1 Bar Panoxyl PanOxyl Bar 10% contains Maximum Strength 10% Benzoyl Peroxide to kill the bacter,0.000394,0.017719,0.01088,0.036249,-0.033216,-0.00617,0.015243,0.013749,-0.034115,-0.010545,0.03111,-0.019014,-0.007241,0.015915,-0.023034,-0.033904
220,B0000Y3CRY,"Nizoral Anti-Dandruff Shampoo, 4 oz. Nizoral Controls flaking, scaling and itching associated with dandruff. Shampoos Be",0.018714,0.04036,0.034374,0.03706,-0.028559,0.011754,0.022487,0.012369,-0.038842,-0.02264,-0.022074,-0.01458,0.022229,-0.009152,0.015316,-0.027771
221,B0000Y3CSI,"Neutrogena T/Gel Original Shampoo - 16 oz Neutrogena T/Gel Shampoo Original(New Scent) starts to work on contact, to hel",0.010918,0.04512,0.016254,0.036861,-0.041823,0.039044,0.018165,-0.008768,-0.057108,-0.029391,0.007406,-0.010972,-0.01421,-0.004919,-0.008497,-0.000597
222,B0000Y3D4G,"Neutrogena Norwegian Formula Lip Moisturizer, SPF 15, 0.15 Ounce Nuetrogena Conditions & Protects Dry, Chapped Lips Guar",0.023228,0.032248,0.04717,0.048519,-0.010367,-0.006909,-0.003584,0.015671,-0.05317,-0.028256,-2.7e-05,-0.009077,-0.004376,0.024573,-0.016366,-0.011949
223,B0000Y3D4Q,"Rezamid Acne Treatment Lotion, 2 oz. Summers Laboratories The original acne therapy with Color Matcher. Comes with a tub",0.011602,0.020641,0.015379,0.043277,-0.026128,-0.004868,-0.023274,0.000737,-0.049143,-0.037996,0.013022,-0.027585,-0.022467,0.004359,-0.024336,-0.02345
224,B0000Y3DAK,DHS Clear Shampoo 8 oz DHS DHS Clear Shampoocontains a unique blend of special cleansing and conditioning agents that ca,0.037381,0.030253,-0.003064,0.028459,-0.03846,-0.018956,0.000267,-0.002247,-0.030224,-0.032158,0.014273,0.008403,-0.014327,0.006595,0.020204,-0.005433
225,B0000Y3FQC,"Diamancel Tough Buffer #11 Diamancel Im the first to admit I wondered about this item when I first received it, but I am",0.032445,-0.002316,0.004485,0.057654,-0.012989,0.002669,0.00872,-0.01611,-0.036528,-0.007948,0.029976,0.000569,-0.006445,0.027164,-0.004351,-0.061828
226,B0000Y3FRG,"Obagi Nu-Derm Foaming Gel -- 6.7 fl oz Obagi Medical Obagi Foaming Gel combines a blend of herbs, natural cleansers and ",0.035235,0.027714,0.025821,0.029834,-0.026775,-0.007253,-0.000797,0.001428,-0.042303,-0.009486,0.003019,0.010887,0.00429,-0.002524,0.009156,-0.020852
227,B0000Y3GF2,"Free &amp; Clear Hairspray Firm Hold, 8 Ounce Free &amp; Clear Free & Clear soft, easy hold hair spray is a hair spray m",0.034651,0.01797,0.004386,0.018954,-0.030863,-0.03286,-0.011419,0.018906,-0.042146,-0.034762,0.012453,-0.008486,0.010247,-0.012105,0.014176,-0.031958
228,B0000Y3GIE,"Nailtiques Formula 2 Nail Growth Formula Treatments, 0.25 Ounce Nailtiques Nailtiques formula 2 treatment for soft, peel",0.036266,0.0304,0.003901,0.013334,-0.068097,-0.015988,-0.001915,0.007748,-0.054129,-0.001851,0.012237,0.013292,0.003506,-0.006819,0.002986,-0.026179
229,B0000Y3LAC,Jobst It Stays Roll-on Body Adhesive 2 oz. (3 pack) Jobst Roll-on body adhesive helps Jobst garments stay in place. Mois,0.030164,0.078078,0.047261,0.053759,0.00139,-0.001967,0.01479,0.009293,-0.060724,-0.012791,0.011135,-0.001281,0.022749,-0.012923,0.024712,-0.011945
230,B0000Y8H3S,"Rogaine for Men Hair Regrowth Treatment, Extra Strength Original Unscented, Set of 3, 2-Ounce Bottles Rogaine ROGAINE Ex",0.003771,0.010471,0.017063,0.027386,-0.013303,-0.001329,0.019526,0.003593,-0.035847,-0.031516,0.002701,-1e-05,0.012209,0.007503,0.003409,-0.008671
231,B0000YUWY0,"jerome russell Hair Color Thickener for Thinning Hair, Black, 3.5 Ounce Jerome Russell Helps cover and color light to me",-0.002168,-0.005957,0.011808,0.011073,-0.065688,-0.007652,-0.008993,0.009569,-0.056774,-0.020186,0.004768,0.000743,-0.015837,0.011244,-0.005667,-0.056738
232,B0000YUX4O,Mebco Tortoise Shower Detangler Fromm Popular professional comb styles in an elegant tortoise finish. Come in several di,0.057794,0.014444,0.022131,0.028178,0.008467,-0.006322,0.001371,0.004409,-0.049628,-0.00488,-0.018544,0.02954,0.002904,-0.003757,0.016987,-0.007921
233,B0000YUXGW,"Mavala Scientifique (Nail Hardener) MAVALA The tip of the nail is the most fragile, most unprotected part and breaks eas",0.031586,0.041481,0.018181,0.004278,-0.035196,0.002817,-0.017599,0.011861,-0.040405,-0.008973,0.0018,-0.015137,-0.002192,0.017595,-0.034826,-0.024092
234,B0000YUXI0,"Mavala Stop - Helps Cure Nail Biting and Thumb Sucking, 0.3-Fluid Ounce MAVALA A transparent formula with a distinct bit",0.03033,0.046316,0.034374,0.031427,-0.028404,0.001685,-0.016372,0.009554,-0.037701,-0.008003,0.001741,-0.003197,0.022141,0.001796,0.000847,-0.031876
235,B0000YV6BI,"ApHogee Shampoo for Damaged Hair Aphogee ApHogee Shampoo for Damaged Hair is for permed, color-treated or damaged hair. ",0.020361,0.001467,0.021429,0.026432,-0.044454,-0.024353,-0.005092,0.021875,-0.048723,0.004695,0.018754,-0.014614,-0.010853,-0.015145,0.033394,-0.044727
236,B0000YV6YK,One 'n Only Colorfix one &#39;n only One 'n only Colorfix gently removes permanent hair color no matter how long it has ,0.024046,0.018675,0.020446,0.034065,-0.047116,-0.014786,-0.018792,-0.000976,-0.013479,-0.025551,0.011138,-0.020751,-0.011288,0.012741,0.011908,-0.010531
237,B0000YV83O,"Facial-Flex Facial Exercise System Facial Concepts, Inc. Facial-Flex Ultra System includes:
One Facial-Flex Ultra unit
6",0.014999,0.043437,0.024082,0.038607,-0.03031,0.013331,-0.03341,-0.013921,-0.014514,-0.035246,0.017178,0.00932,-0.000474,-0.013622,0.021366,-0.011524
238,B0000ZHH5G,"Vanicream Moisturizing Skin Cream, 16 Ounces Vanicream A non-greasy, long-lasting moisturizing cream that is easy-to-spr",0.028715,0.007111,-0.00031,0.041273,-0.029359,-0.029022,-0.020892,0.004871,-0.051572,-0.038066,0.014514,-0.032456,-0.011515,-0.000839,0.007714,-0.051768
239,B0000ZHOEU,"Free &amp; Clear Liquid Cleanser, 8 Ounce Free &amp; Clear Free & Clear liquid cleanser is effective, yet gentle on sens",0.032023,0.016929,0.010374,0.039431,-0.036969,-0.00612,0.001184,0.021556,-0.042183,-0.026084,0.013036,-0.01467,0.001426,0.024839,0.001526,-0.019678
240,B0000ZLEFU,"Auric Blends Perfume Oil, 0.33 oz - Coco Mango Auric Blends A fruity, tropical blend of sweet coconut and exotic mango. ",0.040047,0.043224,0.014063,0.050751,-0.023356,0.010321,-0.002349,0.018071,-0.035214,-0.028046,-0.000295,-0.011515,0.019616,0.042852,0.01306,-0.055709
241,B0000ZLEX2,"Black Opium - Auric Blends Perfume Oils Auric Blends Black Opium...
Auric Blends Fine Perfume Oil...
1/3 Oz Roll-on Bott",0.01271,0.069916,0.013279,0.048246,-0.013996,0.029576,0.017979,0.012603,-0.045228,0.001603,0.0104,-0.021153,0.000112,0.025907,0.00022,-0.051962
242,B00011JI88,"Ardell Fashion Lashes - 120 Black Demi Ardell 100% Human hair. Fashion lashes look so real, so natural that others think",0.064227,0.033311,0.0107,0.018602,-0.024334,-0.011333,0.00137,7.5e-05,-0.06168,0.012196,0.010273,0.006318,0.01043,-0.012178,-0.004469,-0.030059
243,B00011JOQY,Cricket Static Free Fast Flo Cricket Eliminates fly aways that lead to stick up static hair. A great styler to sculpt ha,0.04372,0.023049,0.021193,0.019996,5.9e-05,0.000601,0.002991,-0.008562,-0.040491,-0.019349,0.01212,0.009887,-0.006186,0.006472,0.013581,-0.021682
244,B00011JOR8,"Cricket Hair Brush Static Free, Mini Fast Flo, 1.28 Ounce Cricket Designed to dry hair in record time. Vent patterns and",0.030416,0.023374,0.034901,0.015881,-0.000779,-0.001997,-0.003507,-0.010647,-0.03775,-0.020463,0.014872,0.003355,-0.016829,0.004314,0.029478,-0.021524
245,B00011JTFA,Star Nail Pen-Style Polish Corrector Makeup Nails Beauty Nail Polish Remover,0.012469,0.029029,0.020266,0.028195,-0.025849,0.010754,0.012635,0.0316,-0.098687,0.076563,-0.019336,-0.001908,-0.009601,0.027588,-0.048313,-0.031096
246,B00011QTZI,"Cricket Technique Barrel Hair Brush, XX-large Round, 2 Inch Cricket Get the perfect blowout with the technique thermal b",0.038306,0.012916,-0.002105,0.015864,-0.01948,-0.026656,-0.010375,0.00491,-0.050051,-0.014185,0.004897,-0.003529,-0.007829,-0.009314,0.019918,-0.005784
247,B00011QUDE,"Helen of Troy 1514 Brush Iron, White, 1 1/2 Inches Barrel Helen Of Troy Helen of Troy Professional Brush Iron features a",0.042633,0.014622,-0.001536,0.024143,-0.011596,0.011358,-0.012971,0.016039,-0.029171,-0.017616,-0.006515,0.010416,0.000914,0.006439,0.013475,-0.040427
248,B00011QUKW,"Hot Tools HT1108 Professional Marcel Iron, 1 Inch Hot Tools Marcel iron even heat for longer lasting curls. Also it has ",0.042369,-0.001632,0.000767,0.022123,-2e-05,0.005223,-0.010174,0.003375,-0.020224,0.00666,0.016018,0.016751,0.008236,-0.007907,0.027322,-0.008054
249,B00011QVHO,"Spornette Porcupine Rounder Brush, 2-Inch Diameter Spornette Spornette 2"" diameter rounder for medium to long hair, rein",0.04497,-0.00472,0.005973,0.017556,-0.013389,0.006534,0.002893,0.007352,-0.044724,-0.009404,-0.009883,-0.00869,-0.013409,-0.000286,-0.007036,-0.041421
250,B00011QVIS,"Spornette Prego Brush, 2-Inch Diameter Spornette International Spornette's Prego 2"" diameter for short hair lengths.  Th",0.046104,0.010613,-0.009501,0.020328,-0.028983,-0.014504,-0.002031,-0.012661,-0.047823,-0.033063,-0.015236,-0.008553,-0.001649,0.009834,0.014019,-0.028744
251,B00011QVUG,For Pro Stretch Terry Headband with Velcro 3in. For Pro Headbands Hair Care Beauty Styling Accessories Styling Tools,0.021237,0.034576,0.035705,0.038357,0.010686,0.017113,0.00303,0.007807,-0.048463,-0.016375,0.010989,0.03404,-0.01065,-0.01571,-0.001505,0.01053
252,B000127UUA,"Camille Beckman Glycerin Hand Therapy, White Lilac, 8 Ounce Camille Beckman A Camille Beckman best seller. This unique r",0.035929,0.024696,0.012903,0.02511,-0.054149,-0.00369,-0.001525,0.011569,-0.035718,-0.002374,0.014346,0.00202,0.005752,0.009187,0.00328,-0.024254
253,B000127UVY,"Camille Beckman Glycerin Hand Therapy, Glycerine Rosewater, 6 Ounce Camille Beckman A Camille Beckman best seller. This ",0.040634,0.018788,0.021966,0.034856,-0.029052,0.006872,-0.007285,0.013851,-0.036915,0.007738,0.022474,-0.003935,0.004989,0.017214,-0.010971,-0.015459
254,B000127VFE,"Camille Beckman Silky Body Moisturizing Cream, Glycerine Rosewater, 16 Ounce Camille Beckman Light and non-greasy, the S",0.032176,0.004446,0.011001,0.044918,-0.009475,0.002334,0.015761,0.01235,-0.035452,0.001423,0.019522,-0.014672,0.009482,0.014251,0.007911,-0.031496
255,B00012NEYG,Burt's Bees Head to Toe Starter Kit Who says your pinky toe is any less important than your top lip? We think all of you,0.029034,0.043128,0.011762,0.025732,0.003435,0.013263,0.001356,0.002155,-0.020369,0.003894,-0.004542,0.005425,0.010904,-0.013619,0.005024,-0.020815
256,B00012NI7E,Burt's Bees Avocado Butter Pre-Shampoo Hair Treatment with Nettles and Rosemary - 4.34 fl oz Burt&#39;s Bees Rich and bu,0.026092,0.022348,0.018353,0.024814,-0.002236,-0.003028,0.012431,0.013878,-0.030084,-0.010906,0.026147,-0.014344,-0.001278,-0.00235,0.013383,-0.03721
257,B00012NJZA,"Burt's Bees Orange Essence Facial Cleanser, 4.3 Ounces Burt&#39;s Bees Brighten up your day and your skin with gentle an",0.026377,0.019402,0.000311,0.020647,-0.012967,-0.007592,0.011963,0.005938,-0.027066,-0.023956,0.012187,-0.036331,-0.007655,-0.005054,3.7e-05,-0.057387
258,B00012NKGS,"Burt's Bees: Citrus Facial Scrub, 2 oz Burt&#39;s Bees Burt's Bees Citrus Facial Scrub.2 oz (57g). Beauty Scrubs Exfolia",0.032024,0.002977,0.024881,0.031347,0.016961,0.008182,0.011925,0.009369,-0.031953,-0.01408,0.004984,0.005129,0.000269,-0.012531,-0.012797,-0.062022
259,B000136P7S,"Miracle of Aloe Miracle Hand Repair Cream 8 Oz Ontel Miracle of Aloe Miracle Hand Repair (8 oz)

Miracle Hand Repair wit",0.017249,0.030437,0.026015,0.038861,-0.020328,0.008504,0.001443,0.010795,-0.03353,-0.018848,0.016227,0.004207,-0.005941,0.013206,-0.021922,-0.042068
