item_id,asin,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
6353,B003T75D9E,-0.47395,0.22931,0.19074,0.01815,-0.10333,0.09598,0.14129,-0.03577,0.09416,0.14545,0.03351,0.01148,0.01468,0.02866,-0.05616,0.13612,0.16232,-0.02239,-0.04852,0.02895,0.01035,-0.00601,0.02307,0.08388,0.08054,0.00604,-0.11292,-0.06827,0.07515,0.00186,0.0556,-0.00423,0.0109,-0.01025,-0.07523,0.05098,-0.0074,0.01127,0.02911,0.01062,0.0115,0.00059,0.02515,-0.10038,-0.04106,-0.029,-0.02883,-0.03961,-0.01891,-0.03219
6354,B003TA799S,-0.11657,-0.09147,-0.17004,-0.28514,0.0137,-0.2246,-0.01517,0.05365,-0.09718,0.05947,-0.17052,0.09066,-0.07355,-0.0299,-0.01555,0.01462,-0.06487,0.01227,-0.00081,-0.04108,0.04471,0.09135,-0.02386,-0.01466,-0.0435,0.01814,0.04821,-0.00436,-0.0132,-0.02717,-0.0707,0.04123,-0.01295,0.00304,-0.01732,-0.05819,0.06874,0.0822,0.02695,-0.00346,-0.03995,-0.07642,-0.00097,-0.00348,0.0407,0.03051,-0.03869,0.00076,-0.04949,0.02492
6355,B003TDZFVE,0.19561,-0.2641,-0.20043,0.24024,-0.06656,-0.12283,-0.0666,0.10909,-0.00399,-0.02226,0.01855,0.08331,-0.0706,-0.10317,-0.14836,-0.04702,0.02751,0.10379,0.06424,0.05947,0.03244,0.03417,0.01711,0.053,-0.038,0.04097,0.02723,0.00154,0.10145,-0.07397,0.01779,0.01577,-0.03308,-0.0451,-0.02876,-0.01049,0.00082,-0.02314,-0.00837,0.00332,-0.01775,0.00504,0.00046,-0.04032,0.02476,-0.06464,-0.04378,-0.00944,0.01012,0.00888
6356,B003TFINPC,0.25039,-0.13245,-0.34084,0.25446,-0.05934,-0.04948,0.0879,-0.11034,0.03289,-0.04049,-0.02323,-0.07643,-0.00849,0.07768,0.05658,-0.09689,0.16815,0.04821,-0.05165,-0.00469,-0.02694,-0.01259,0.00556,0.03907,-0.08194,0.01951,-0.02486,-0.17246,0.01777,-0.08158,0.05551,-0.06524,0.00615,0.02751,-0.00228,-0.0661,0.05324,-0.02199,0.03386,-0.0648,0.02899,0.02127,-0.03367,-0.02521,0.01933,-0.08716,-0.00658,-0.004,0.01941,-0.04671
6357,B003TFUGMK,0.09989,0.09127,0.03129,-0.10033,-0.12378,0.12453,0.22755,-0.01844,0.02375,0.07041,0.06908,-0.01804,0.0101,-0.06067,-0.00461,-0.03809,-0.02883,-0.00657,0.02703,0.03875,0.20819,-0.00891,0.00266,0.0051,0.06755,0.02338,0.02623,-0.07348,-0.10506,0.00266,0.00482,0.01428,0.06076,0.00279,-0.01393,-0.02241,-0.03807,0.04872,-0.04893,-0.03351,0.02155,-0.05651,0.02597,0.03347,-0.03331,-0.02581,0.00306,-0.0204,-0.01851,0.01944
6358,B003TG9C74,-0.07059,0.32231,-0.02258,-0.05517,-0.13151,0.07954,0.22092,0.03686,-0.03016,0.05464,0.10047,0.08604,-0.10306,-0.08702,0.06095,0.14031,0.01652,-0.05247,-0.08343,0.05313,0.1231,-0.02084,-0.08727,-0.01986,0.08154,0.02966,-0.01084,0.04675,0.00397,-0.01456,0.01263,0.02672,-0.04738,0.00564,-0.04289,-0.05683,-0.03852,-0.00278,-0.0098,-0.00402,0.01762,0.02226,0.00324,-0.06677,0.06928,0.00394,-0.04743,0.07897,-0.04881,-0.0567
6359,B003TJGNH8,-0.24491,0.36947,-0.02152,0.1053,-0.06975,0.13595,0.10235,0.02407,0.00995,0.03958,-0.07144,-0.09025,-0.12069,0.15943,0.13921,-0.09661,0.0207,0.13775,0.0937,-0.15888,-0.03626,-0.02413,0.05594,0.00572,-0.11976,0.01851,-0.05866,-0.02405,0.12305,-0.05447,-0.05013,-0.05513,-0.00237,0.05784,0.07109,-0.07355,0.12928,0.01705,-0.02095,-0.03003,0.01873,-0.00618,-0.01327,0.04322,-0.01821,0.05755,-0.03597,0.10062,-0.02865,-0.01003
6360,B003TJGX4Q,-0.07651,0.28531,-0.00237,-0.08723,-0.09006,-0.05246,-0.06495,0.08741,-0.10579,-0.0514,0.06023,0.01011,-0.07518,0.1001,0.06252,-0.01653,-0.16917,-0.04141,-0.05011,-0.04156,-0.00484,-0.03839,0.02381,0.03816,0.04097,0.01077,0.04922,0.06808,0.04769,-0.03691,-0.0216,-0.02526,0.00787,0.02431,-0.00432,-0.01773,0.00818,-0.0752,-0.0082,-0.01368,-0.01266,-0.04336,-0.01955,0.06139,0.03341,-0.02173,0.00468,0.03467,0.04276,-0.05793
6361,B003TJI3EO,-0.01834,0.03226,-0.15549,-0.07739,-0.01253,0.09392,0.07195,0.01401,-0.06346,0.02449,-0.00838,0.02269,-0.02639,-0.01057,-0.06269,0.04172,0.01298,0.14077,-0.01057,-0.08358,0.05159,0.008,0.02689,-0.11052,0.03211,-0.11531,-0.1076,0.00115,0.01803,0.01132,0.06159,-0.06,0.01366,-0.05083,0.04434,-0.11703,0.12123,-0.04386,-0.04351,0.0073,-0.02996,0.04291,0.037,0.00985,0.02675,0.03588,0.09927,-0.00899,0.00427,-0.06813
6362,B003TMO3EU,0.10434,-0.14027,-0.16296,-0.07014,-0.11738,-0.08326,0.14576,0.17109,0.11411,0.15272,0.0673,0.02788,0.08859,-0.04315,0.05573,0.05631,-0.05143,0.04236,-0.06419,0.00095,-0.02572,0.12941,-0.02922,-0.05747,-0.09883,0.10902,-0.08414,-0.17584,0.00176,-0.04143,0.04104,-0.02342,0.00809,0.01277,0.02427,0.04196,0.00993,-0.0192,0.00102,-0.05965,0.07973,-0.04623,-0.03372,-0.00768,0.00934,-0.02946,-0.01801,-0.00649,0.02689,-0.03088
6363,B003TNQG4E,0.11779,-0.10034,0.41922,-0.01758,-0.24979,0.2329,0.05576,-0.07902,-0.14402,0.05525,0.14224,0.00189,-0.06784,-0.11613,-0.10791,0.00484,0.0593,0.1763,-0.11297,0.08043,-0.03365,-0.03223,-0.07133,-0.06442,-0.04241,0.09606,-0.01972,0.00024,-0.05578,0.04792,-0.02168,0.10895,-0.08342,0.035,0.10186,-0.03836,-0.00183,-0.04671,0.00676,0.00705,-0.00105,0.01727,-0.05799,0.00985,-0.01798,-0.04467,-0.00542,-0.00204,-0.026,0.00857
6364,B003TNVSTW,0.21391,-0.19231,-0.31883,0.07928,0.14546,-0.09232,0.05537,-0.16177,-0.00843,0.11753,0.03423,0.01865,-0.20953,-0.13418,-0.09371,-0.10019,0.03339,-0.07941,-0.11084,-0.08065,-0.13314,-0.09022,-0.00357,-0.01414,-0.07454,0.01615,-0.03826,-0.02972,-0.07291,-0.06755,0.04672,-0.03222,-0.06958,0.01535,-0.04877,-0.04592,-0.00443,-0.04654,-0.0274,0.01237,0.09004,0.00051,0.00439,0.02553,-0.03725,0.01692,0.03589,-0.0307,0.01338,-0.0317
6365,B003TNY0WE,0.13889,0.05299,-0.43323,0.07171,-0.07691,0.13325,0.08953,-0.17114,-0.00824,0.01882,0.0506,-0.02107,-0.04398,-0.01722,0.10797,0.00509,-0.0578,0.0365,0.01612,-0.0476,-0.01668,-0.06472,0.01866,-0.01806,0.0751,0.01389,-0.08976,-0.04491,-0.11524,-0.04208,-0.05539,0.00882,-0.00615,-0.07135,-0.0165,0.0092,-0.00978,0.01714,0.03037,0.01149,0.03606,0.01453,-0.0224,-0.03925,-0.01954,0.01077,0.02566,0.00324,0.00304,-0.01195
6366,B003TO3UC4,-0.16892,-0.06534,-0.19972,-0.07271,-0.04201,-0.00718,0.27886,-0.14624,-0.0077,-0.02484,-0.14421,-0.06194,0.13364,-0.04924,-0.04512,-0.05378,-0.04269,-0.01016,0.05757,0.06283,-0.04459,-0.09062,0.02782,-0.01162,0.05375,-0.06251,-0.09319,-0.00112,-0.09044,-0.02134,-0.03671,0.05953,-0.02898,-0.03476,0.02535,-0.03719,-0.01874,-0.03105,0.07066,-0.05313,0.03661,-0.03305,0.06479,-0.02645,0.00365,-0.00639,-0.00616,0.0003,0.02787,-0.04099
6367,B003TO3UG0,0.01405,0.02612,-0.32291,0.11873,-0.13419,-0.0613,0.03272,-0.09411,-0.08187,-0.14088,-0.03,0.08211,0.04174,0.04555,-0.02393,-0.01687,0.0144,-0.03448,-0.06741,0.07451,-0.07027,0.05376,-0.00363,-0.01575,-0.10514,-0.05834,-0.03734,-0.02844,-0.01181,0.02488,-0.01144,0.09007,-0.05584,0.00884,-0.06226,-0.00488,0.02401,-0.04325,-0.02342,-0.08126,0.00876,0.04588,0.01804,-0.00882,-0.07277,0.01633,-0.04084,-0.02126,0.02851,-0.00433
6368,B003TOW1H4,0.23268,0.22058,-0.02774,0.07681,0.08744,-0.02644,-0.05735,0.00377,0.17539,-0.03112,0.02124,0.06744,0.02963,0.05238,0.02933,-0.06082,0.02084,0.00906,0.03632,0.06143,-0.03029,0.06134,0.04965,0.04501,-0.06191,-0.03785,-0.01201,-0.00077,0.03431,0.00785,0.01395,-0.00187,0.00926,-0.0274,-0.02772,-0.09378,-0.00427,0.05256,0.03383,0.00144,-0.01891,0.02254,-0.0284,0.01668,0.02652,-0.10555,0.02338,0.03541,0.08196,0.01086
6369,B003TP9KTA,-0.4729,0.22246,0.21964,-0.199,-0.1597,-0.02272,-0.03515,0.00112,-0.13407,-0.02082,0.08743,-0.10714,-0.16032,-0.06704,-0.16175,0.09146,0.03769,0.02721,-0.10141,0.00908,-0.04951,0.06275,-0.11928,0.045,0.09564,-0.10988,-0.01786,-0.03884,-0.03382,0.16739,-0.05877,-0.05039,0.12401,-0.00805,0.02681,0.08379,-0.00293,-0.00284,0.05678,0.0573,0.04044,0.05201,0.03696,0.03865,-0.02058,-0.02187,-0.02753,-0.00307,-0.04938,-0.03294
6370,B003TPA9XG,0.05863,-0.30519,0.10262,-0.13605,0.09593,-0.02526,0.07642,-0.0147,0.08607,-0.14265,-0.10081,0.09672,-0.07811,-0.01953,-0.13862,0.16323,0.02011,-0.02592,0.07411,-0.05039,0.0505,0.04447,0.03301,-0.0121,-0.11259,0.1048,0.01739,0.01066,0.02446,-0.03261,-0.04284,0.02622,0.00224,-0.03334,0.12684,0.08901,-0.01891,-0.08637,-0.02936,0.00133,-0.01304,0.01453,0.01962,-0.03917,-0.03311,0.03404,0.04972,0.03674,0.06206,0.07172
6371,B003TPTGDK,-0.48036,0.04421,0.18467,-0.13966,-0.0568,0.00677,-0.11397,-0.00758,-0.15878,0.07201,-0.19516,0.22228,-0.12584,0.03978,0.01817,0.06841,-0.10799,0.00279,0.04247,-0.06179,0.10354,-0.10719,-0.03797,0.07712,0.04338,0.03779,-0.13359,-0.13645,0.0436,0.06581,-0.01256,-0.07141,0.04953,0.01812,0.00852,0.12233,-0.00951,-0.08443,0.02965,0.02782,-0.0278,0.07328,-0.05108,0.01693,0.02298,0.04505,-0.09567,-0.05925,-0.01209,-0.05725
6372,B003TQPRGY,0.07833,-0.10282,-0.19942,-0.39772,0.03941,-0.06772,-0.09879,-0.13343,0.0855,-0.03897,-0.0036,0.05889,0.15087,-0.11121,0.01328,0.12677,0.02269,0.04921,0.02833,-0.05588,-0.02348,-0.0746,0.03344,0.05091,0.01498,0.05656,0.01111,-0.02568,-0.04102,0.10096,0.04625,-0.03378,0.07493,0.03486,0.01268,0.02639,0.00826,0.07065,-0.05788,0.05672,-0.02882,0.0154,0.01374,-0.00837,0.05447,-0.0111,-0.0232,0.03631,-0.04587,-0.00629
6373,B003TQTFVW,0.00409,-0.09228,-0.20557,-0.40518,0.00428,-0.12147,-0.12802,-0.1295,0.06502,-0.01731,-0.02084,0.01837,0.06705,-0.11251,0.05812,0.13164,0.00424,0.08633,0.04749,-0.05473,-0.0445,-0.11369,0.0364,0.04896,0.00673,0.04367,0.04601,-0.01903,-0.0162,0.03405,0.03115,-0.0428,0.04347,0.04048,0.01259,0.01264,-0.01743,0.03724,-0.05913,0.08396,-0.06737,0.01203,0.0116,0.04798,0.05081,-0.01464,-0.01246,0.0233,-0.03077,0.00078
6374,B003TQU1Q0,-0.40939,0.49939,0.08237,-0.01565,0.06378,0.09557,0.10055,-0.08834,0.09114,0.21355,-0.0056,-0.1156,0.06346,0.13255,-0.00971,-0.07289,0.11129,0.08323,0.13684,-0.03612,-0.03809,0.05589,0.09885,0.10053,-0.05366,0.00845,-0.04634,0.06166,0.10809,0.02591,-0.02945,0.10605,-0.05759,0.0325,0.03966,0.01989,0.00025,-0.0449,0.01116,0.02323,0.02177,0.04632,-0.01433,0.01671,-0.06156,0.02041,-0.01363,-0.0061,0.03475,-0.07498
6375,B003TQV9PW,0.11504,-0.09199,-0.23697,-0.38349,-0.02231,-0.06245,-0.14947,-0.08623,0.05009,0.01812,0.02392,-0.02744,0.13055,-0.09653,0.05186,0.10078,0.01754,0.07663,0.08166,-0.0153,-0.02335,-0.12852,-0.0244,0.03629,-0.03538,-0.0206,0.02388,-0.01624,0.01798,0.12144,0.04642,-0.0236,0.01576,0.0312,-0.02522,0.02118,0.00849,0.10884,-0.07104,0.00531,0.00899,0.02963,0.01575,0.0187,0.03709,-0.02748,0.0445,-0.02269,0.01872,-0.03005
6376,B003TTB4SG,-0.44839,-0.10688,0.00694,0.07966,-0.13101,0.00144,0.2498,-0.1022,-0.14818,0.08834,-0.08545,0.02788,0.12979,0.12691,-0.04717,-0.06995,-0.16476,-0.04158,0.02008,0.05921,-0.083,0.14822,-0.0977,-0.04062,0.05362,-0.00849,-0.06237,-0.06697,0.01199,0.03185,0.04388,0.0502,-0.05048,0.00483,0.06058,-0.00884,0.00923,0.02692,-0.0836,-0.00601,0.05406,0.06138,0.0239,0.03113,0.00039,-0.01297,0.01326,0.02417,-0.00898,0.0177
6377,B003TTEHH6,0.08444,0.10992,-0.04378,-0.22652,-0.02433,-0.02644,-0.06128,0.10729,-0.14621,-0.06955,-0.03439,0.01539,-0.18906,0.09427,0.00277,0.05411,-0.15224,-0.04138,-0.03471,-0.04824,0.01482,0.0117,-0.01549,-0.02588,0.09245,0.04481,0.0538,-0.01366,0.02144,0.00399,-0.02678,-0.01165,0.04046,0.11359,0.04833,0.05678,0.05224,-0.0258,0.03039,0.001,0.08041,0.01927,0.02916,-0.03464,0.02757,0.07017,-0.02577,0.01569,-0.03182,0.01742
6378,B003TU4CB6,0.35887,0.14762,0.19169,0.11517,-0.1125,0.16033,0.01697,0.05073,-0.08734,-0.1576,-0.04365,-0.00095,0.05939,-0.01593,0.02872,0.02918,-0.0291,-0.0529,-0.0181,0.00576,0.04044,0.0281,0.12873,-0.0022,-0.01808,0.01526,-0.04411,-0.01839,-0.00924,0.03314,-0.02162,-0.0286,-0.01478,-0.11499,-0.01862,0.00034,0.01311,0.0192,0.01404,0.01915,0.0105,-0.00949,-0.02649,0.07577,0.04607,-0.00387,-0.0241,-0.01789,0.00026,-0.03079
6379,B003TWU1K0,0.20183,0.17725,-0.1891,-0.17409,0.13193,0.01004,0.02303,0.03569,0.1272,0.0596,0.09948,0.09681,-0.1111,-0.06306,-0.03825,-0.03544,0.08086,0.09253,-0.07435,0.05211,0.06641,-0.01383,-0.09006,-0.07296,-0.01811,0.04938,-0.06263,-0.06207,0.06549,0.07691,-0.05397,-0.00677,0.0435,0.02279,0.00552,0.02224,-0.03995,-0.01077,-0.01269,-0.01639,0.00192,0.06222,-0.02009,-0.06244,0.05816,-0.01952,-0.04589,-0.00713,0.05703,0.07652
6380,B003TX0BX6,0.0157,0.32213,-0.09801,-0.16688,0.09049,-0.02316,-0.04596,0.09419,-0.02147,-0.07911,-0.02918,0.03384,-0.11685,0.07367,0.04586,-0.01529,-0.10546,-0.03656,0.02594,0.03116,-0.01654,-0.07602,0.03235,-0.043,0.03442,0.03465,0.06891,0.05311,-0.02077,0.01415,-0.00351,0.03181,0.00231,-0.05097,0.01519,-0.02902,0.03837,-0.03626,-0.00298,0.02144,0.03105,0.01791,0.00331,0.039,-0.07412,-0.01186,-0.02345,0.06207,0.03069,-0.02281
6381,B003TXO7XQ,0.22812,-0.10226,-0.15423,0.23744,-0.1948,-0.17934,-0.02065,-0.17839,-0.03248,0.00199,0.01255,0.04527,0.10205,0.01648,0.01643,-0.12509,0.05229,-0.0599,-0.02922,0.05344,-0.079,0.05981,-0.03458,-0.01193,-0.09045,-0.08251,0.02677,-0.02581,-0.04382,0.01494,0.03275,0.01315,-0.05171,0.02216,-0.04112,-0.03327,0.00145,-0.08761,-0.07339,0.00332,0.05053,-0.03697,0.02288,0.0039,-0.04614,0.0143,-0.06506,-0.00451,0.00717,-0.01891
6382,B003TXZSU2,-0.31749,0.17245,0.18817,0.0248,-0.08316,-0.07564,-0.07222,-0.00374,-0.05186,-0.04655,0.01429,0.1043,0.05941,0.09381,-0.08027,0.04864,-0.0151,-0.06888,-0.07997,-0.00774,0.09906,-0.01572,0.07026,-0.09322,0.13164,0.01888,0.05888,-0.00115,0.01954,0.05793,0.00589,-0.03404,0.07735,0.04815,-0.04619,0.00123,0.03516,-0.07307,0.05397,-0.0161,-0.00402,-0.01408,-0.05199,-0.04909,-0.00487,0.03249,0.0406,0.01243,0.01678,-0.03317
6383,B003TY3TUC,0.19766,0.16551,-0.12554,-0.17699,0.07583,0.00491,-0.09927,0.05322,-0.00161,0.00301,-0.00477,0.03652,0.03524,0.13393,-0.02458,0.00842,0.02518,-0.0818,-0.03933,0.06293,0.03168,-0.00235,0.00512,-0.13254,0.01674,0.12875,0.0202,-0.0399,0.05138,-0.00339,-0.09573,0.00792,0.09333,-0.01552,-0.06913,-0.00025,0.03964,-0.06033,-0.02657,0.01492,0.01479,0.05483,-0.03515,0.00026,0.01414,0.02832,0.01543,0.00786,0.00122,-0.04128
6384,B003TZAWB0,-0.38074,0.21514,0.09102,-0.1078,-0.11563,-0.10619,0.12558,0.03604,-0.24424,-0.09102,0.0968,-0.04282,0.00801,0.10517,-0.12998,0.02448,-0.00852,-0.04954,0.02524,0.03593,0.0061,-0.08359,0.08633,0.02468,0.00282,-0.0359,0.04108,-0.07445,-0.06105,0.01605,0.00101,-0.02876,0.04653,-0.00546,-0.01762,-0.02487,0.01523,-0.03308,0.04023,0.00878,-0.02079,0.0339,0.03329,-0.06432,-0.01439,-0.02413,-0.02921,-0.0185,-0.05686,-0.01327
6385,B003TZFS1Y,0.2802,0.18238,0.06833,0.06,-0.18069,-0.03911,-0.09528,0.11558,-0.12848,-0.13627,-0.09787,0.07573,-0.02878,-0.01462,-0.00044,-0.00868,-0.00435,-0.09113,-0.02369,0.07,0.00881,0.04325,0.15199,0.03268,-0.01754,0.00551,-0.04492,0.00435,-0.04547,-0.0061,-0.0326,0.03262,-0.04631,-0.04036,-0.00189,0.01243,-0.00222,0.0035,-0.04465,-0.04883,0.0563,0.02657,0.08623,0.01763,-0.07609,-0.08177,0.00408,0.02018,-0.02305,-0.02029
6386,B003U23R8M,-0.08743,0.29901,0.09831,-0.01907,-0.02391,0.25006,0.04752,-0.04089,-0.16593,-0.04241,0.01992,0.02091,0.11313,-0.1017,-0.12575,0.04384,0.05004,-0.07383,0.05691,-0.06821,0.04455,-0.03694,0.09927,-0.00604,0.06005,-0.03078,-0.02288,-0.05902,0.00904,0.01962,0.00771,0.03873,0.05813,0.00945,-0.10716,0.01057,-0.01242,0.01971,-0.06961,-0.01403,0.04265,-0.04893,0.01178,-0.02099,-0.01472,0.05942,0.00828,-0.00753,-0.09483,-0.02221
6387,B003U4LGV0,-0.40859,0.35903,0.19663,0.01019,-0.05896,0.02269,0.21488,0.04509,0.04582,0.11554,-0.03593,-0.05222,0.06908,-0.05871,0.02074,-0.04783,0.08552,0.04631,-0.04554,0.07947,0.00713,-0.07116,-0.06153,0.07537,-0.02147,-0.04446,-0.00818,0.09991,0.10276,-0.04334,0.15621,-0.0102,-0.01925,-0.0365,-0.01414,0.04139,0.05987,0.02554,-0.05814,-0.08959,-0.07082,-0.01069,0.02915,-0.062,-0.00757,0.02055,0.03085,0.01445,-0.02768,0.03374
6388,B003U4LI7W,-0.44034,0.24662,0.05719,-0.07734,0.00811,-0.14138,0.01755,-0.13579,-0.03733,0.18485,0.0866,-0.12768,0.07021,0.04344,-0.11457,-0.1804,0.06199,0.00463,-0.02787,-0.06889,-0.1099,-0.02923,0.14233,0.05546,-0.01212,-0.03026,-0.05659,0.01681,-0.00348,-0.03699,0.05328,0.01226,-0.01125,-0.02634,0.02122,0.07143,-0.08841,-0.0336,0.04466,-0.00593,-0.0275,0.03579,-0.04776,-0.0041,0.01086,0.01262,0.05647,-0.05833,-0.00233,-0.0403
6389,B003U4RQDC,0.20804,-0.2471,0.14898,-0.00589,0.06444,-0.09955,0.01689,0.01151,0.0657,0.10742,-0.256,-0.06396,-0.04164,0.08279,0.04279,-0.07883,-0.05782,0.03904,0.02611,-0.00669,-0.01405,-0.09723,-0.01672,0.08571,0.02619,-0.06321,0.03676,-0.01283,-0.11038,0.04501,-0.05515,-0.00282,-0.0462,-0.0644,0.01961,-0.03436,-0.0347,-0.04657,0.02344,-0.02029,-0.03889,-0.01166,0.07418,-0.05147,-0.01501,0.03679,-0.03348,0.01213,0.00823,-0.02073
6390,B003U604Q6,-0.31332,0.17074,0.09913,-0.01869,0.19019,-0.00476,0.01632,-0.02707,0.03842,0.02666,-0.01218,0.24953,0.0027,-0.09002,0.02406,-0.12128,-0.01516,0.03969,-0.15358,-0.02938,0.10162,-0.06548,0.02465,-0.05523,-0.02607,-0.03364,-0.03045,-0.00763,0.0249,0.03661,0.06052,0.00763,0.04411,0.06518,0.03513,0.0596,-0.00646,-0.00546,-0.0093,-0.00836,-0.04257,-0.0375,-0.03166,-0.05311,0.02694,0.06519,-0.03882,0.03282,-0.00406,0.01281
6391,B003U7EGL4,0.28719,0.24641,0.1723,0.10946,0.11952,-0.09006,-0.06116,0.05229,0.10326,-0.05978,-0.10705,-0.05799,0.09847,-0.11303,-0.01485,-0.17395,-0.02652,-0.08493,0.03606,-0.04209,-0.07164,0.08838,-0.07199,-0.00241,-0.04272,0.01843,0.07896,0.03608,-0.01406,-0.0268,0.02311,-0.10442,-0.00115,-0.01594,0.03589,-0.04761,-0.00898,0.01001,0.04345,0.01264,-0.04325,0.00071,-0.09576,-0.02526,0.08584,-0.00144,-0.04693,-0.0223,0.02405,-0.01076
6392,B003U7OYK2,-0.43057,0.54561,0.15788,0.10595,-0.13085,0.17536,0.09425,-0.07454,-0.06743,0.10523,0.01531,-0.02734,-0.00848,-0.0452,-0.03614,0.06655,0.14444,0.02047,0.09991,0.03504,-0.03398,0.04021,0.1106,0.00277,-0.01846,0.04585,-0.0407,0.01792,0.05165,0.03529,0.07624,0.03012,-0.09772,-0.00277,0.00179,-0.05778,0.03146,0.04549,0.01775,0.05997,0.04105,-0.02485,-0.0005,-0.00754,-0.00654,0.01001,-0.01877,0.07487,-0.03057,0.03255
6393,B003U9K9J0,-0.32238,-0.14114,0.08718,-0.05848,0.0064,-0.01186,0.07743,-0.13807,0.12935,-0.04915,-0.13393,0.15826,0.14661,-0.05376,0.00969,0.16858,-0.04289,-0.0113,0.07271,-0.09933,-0.0548,-0.06159,-0.01454,0.08014,-0.00915,-0.0968,-0.0028,-0.0613,-0.04596,-0.02515,-0.06669,0.01805,-0.04986,-0.01822,0.05272,0.03515,-0.05808,0.00571,-0.05802,0.01895,0.02923,0.00422,-0.06103,0.0082,-0.02982,-0.02181,-0.04404,0.00374,0.03478,0.05993
6394,B003UA5ECQ,-0.14244,0.00245,-0.10475,0.1297,0.1362,-0.0121,-0.00824,-0.07176,-0.07391,0.0181,-0.10851,0.13272,-0.11919,0.21189,0.0856,0.12134,-0.05801,-0.04,0.09302,0.12118,-0.07187,0.03904,0.01986,-0.00033,-0.0186,0.02537,0.06116,-0.01807,-0.0239,0.03642,0.06334,-0.01732,-0.02339,0.10212,0.05869,0.05299,0.03661,0.05421,0.02636,-0.01211,0.04984,-0.02789,0.04948,0.02495,-0.08246,0.05809,0.00061,0.01015,0.0094,0.07421
6395,B003UA5HCS,0.15062,0.08455,-0.45648,0.05114,0.02302,0.11051,0.05317,-0.17427,0.03481,-0.04174,0.01085,-0.10099,-0.06346,-0.11867,-0.04547,0.04074,-0.01108,-0.02709,0.03678,-0.0481,0.00908,-0.06803,-0.04424,-0.04092,0.05138,-0.00167,-0.05663,-0.02866,-0.09946,-0.01771,-0.04675,0.03428,-0.05875,-0.06406,-0.03439,0.03471,0.0197,0.00146,0.02345,-0.01048,0.01566,0.01859,-0.01192,-0.0612,0.00821,-0.02164,-0.03012,-0.04284,0.0086,-0.02665
6396,B003UAAITA,0.30399,-0.2781,-0.13283,0.28898,-0.11008,-0.19344,0.13876,-0.02899,0.01133,-0.06023,-0.12459,-0.13781,0.0246,-0.01548,0.04896,-0.01074,0.2032,0.00162,-0.06149,-0.06562,-0.07558,-0.05489,-0.02713,0.03307,0.06823,0.09664,0.08781,-0.01351,0.04681,-0.0215,-0.0365,0.0376,-0.05621,0.01444,-0.0425,-0.04777,0.02412,-0.07913,-0.04402,0.03964,-0.03012,0.01558,0.03561,-0.04003,-0.02654,-0.01585,0.0142,0.01015,-0.00892,-0.03831
6397,B003UF0RB4,-0.36885,0.49031,0.15166,0.00096,0.00432,0.0996,0.03962,0.06024,0.13016,0.09914,0.06075,-0.156,-0.08767,-0.0612,0.10193,0.07036,0.00113,0.07044,-0.00561,-0.00278,-0.06764,0.06237,0.05455,-0.00068,-0.03471,0.03206,0.07706,0.10348,-0.01475,-0.00498,-0.07532,0.02489,-0.01383,0.04343,0.01308,-0.03117,0.09185,-0.04643,0.01572,0.03303,-0.00327,0.00016,-0.06594,-0.02148,-0.06591,-0.00679,-0.02871,0.06562,0.04648,-0.06714
6398,B003UFMYM4,0.10027,-0.09036,-0.17906,-0.25021,-0.00457,0.07686,0.22392,0.08115,0.03805,0.10945,0.10623,0.1063,0.14544,-0.03959,0.01945,-0.04358,-0.03105,0.04356,-0.08706,0.0188,0.05547,0.07568,0.0384,0.03076,0.03138,0.01623,-0.01935,0.03522,-0.11858,0.05016,-0.03278,-0.03536,-0.00112,-0.00522,0.00846,-0.02077,0.02495,-0.01089,0.03647,0.0172,0.02692,-0.02105,-0.02777,0.10029,0.04365,-0.00592,0.01574,0.03702,0.00936,0.0162
6399,B003UGSU62,-0.61541,-0.32777,0.18588,0.31,-0.22894,0.13647,0.14962,-0.06495,0.07567,-0.40395,-0.01229,-0.02255,-0.08688,-0.04911,0.00056,0.10408,0.01338,-0.17659,-0.01609,-0.09085,0.11368,0.08748,0.02564,-0.10288,-0.06646,0.00263,0.02374,0.03025,0.03082,0.04843,-0.01813,0.05585,0.11705,0.14606,-0.05361,-0.00563,-0.00454,0.01297,-0.00457,-0.00975,-0.07196,0.01944,0.03462,0.1206,0.03712,-0.11238,0.01061,0.00735,-0.0125,-0.05047
