item_id,asin,pc1,pc2,salesrank_category,salesrank,item_text_short
4932,B002HEW8C0,-0.17628,0.11042,Beauty,3257.0,"Designer Skin Phoenician, 13.5-Ounce Bottle Designer Skin Regular - Lotion  * Br"
4933,B002HEW8FW,0.12186,0.0936,Beauty,119728.0,"Designer Skin Secret Rapture, 13.5-Ounce Bottle Secret Rapture is an exquisite, "
4934,B002HEW8QQ,0.23656,-0.05982,Beauty,84550.0,"Designer Skin Worship Me, 13.5-Ounce Bottle Worship MeTM Advanced Quadruple Bron"
4935,B002HG60CC,0.20719,0.01276,Beauty,30402.0,Colorescience Sunforgettable Eyescreen SPF 30 ColoreScience Colorescience Sunfor
4936,B002HHNRF4,-0.25785,-0.00205,Beauty,106490.0,"Revlon ColorStay Makeup, Mineral Mousse, Light 030, 1 oz. Revlon SPF 20. Soft ma"
4937,B002HHPTBO,-0.23974,0.069,Beauty,117633.0,"Revlon Colorstay Mineral Finishing Powder, Suntan Matte (020) Revlon Soft, all-o"
4938,B002HHTEN8,0.15963,0.03548,Beauty,239776.0,Almay Smart Shade Makeup SPF15 - 300 Medium Almay Magically transforms into your
4939,B002HJTJAE,0.10218,0.27684,Beauty,3442.0,"Softsoap Handsoap, Refill, Washes Away Bacteria, 80 Fl Oz (Pack of 2) Softsoap P"
4940,B002HK2GGM,-0.12134,-0.20434,Beauty,21735.0,Tweezerman Super Curl Eyelash Curler Tweezerman Tweezerman Super Curl Eyelash cu
4941,B002HK2GI0,-0.1016,-0.1902,Beauty,2707.0,Tweezerman Folding Eyelash Comb Tweezerman Tweezerman Folding Llashcomb features
4942,B002HK2GOO,0.05399,-0.15589,Beauty,33214.0,Tweezerman Deluxe Cosmetic Sharpener Tweezerman Tweezerman Deluxe Cosmetic Penci
4943,B002HK2GWG,-0.03804,-0.21927,Beauty,16977.0,Tweezerman Shape and Shine Nail Tool Tweezerman Tweezerman Shape and Shine Tool 
4944,B002HK2H1G,0.05184,-0.23395,Beauty,26155.0,Tweezerman Nail Rescue Kit Tweezerman Tweezerman Nail Rescue Kit is a portable t
4945,B002HM3EM0,-0.23436,0.3488,Beauty,3882.0,"Ouidad Moisture Lock Leave-in Conditioner, 8.5 Ounce Ouidad Moisture Lock Leave-"
4946,B002HMCIOK,0.11814,-0.0916,Beauty,21595.0,"Telebrands Deluxe Pampered Toes Telebrands With Pampered Toes, in just minutes, "
4947,B002HMYF8W,0.34547,-0.04771,Beauty,4299.0,"Professional Brush Cleaner, 32oz Cinema Secrets The most requested makeup brush "
4948,B002HPBF32,0.11504,-0.15892,Beauty,7258.0,Skin79 BB Cream Miniature Mini Set (Black) 5g x 4 SKIN79 SKIN79 BB Cream Miniatu
4949,B002HPFILC,0.02185,0.0607,Beauty,91115.0,Finley Hair Powder Brown | for Shades of Brown Hair | .71 oz | an Alternative to
4950,B002HRENPW,0.18094,-0.24484,Beauty,3999.0,Jerdon MC449N 5.5-Inch Folding Two-Sided Swivel Travel Mirror with 10x Magnifica
4951,B002HSWFWY,0.33143,-0.06293,Beauty,88428.0,"Q'Lumiere Organic Day creme with Cucumber &amp; CoQ10, 2oz Pure, light and glowi"
4952,B002HWS7LS,-0.29983,-0.17493,Beauty,43664.0,"Diane Jumbo Bob Pins, Black, 40/card, 12-pack Diane 2.5"" black jumbo bob pins. F"
4953,B002HWS7NQ,-0.28172,-0.19851,Beauty,313.0,"Diane Duck Bill Clip, 12-Pack Diane 3.5"" aluminum duck bill clips. Anodized alum"
4954,B002HWS7RM,-0.06296,-0.15404,Beauty,705.0,"Diane Processing Caps, 100-pack Diane Extra-large clear plastic processing caps "
4955,B002HWS7UY,-0.11624,-0.1553,Beauty,64884.0,"Andre Silhouettes Shampoo Cape, Metallic Black Andre Shimmering metallic vinyl s"
4956,B002HY10J2,-0.18976,-0.17036,Beauty,43126.0,"Opi Nail Lacquer Limited Edition New York City Ballet Collection, Don't Touch My"
4957,B002HZAZEM,-0.38775,0.19392,Beauty,4267.0,"Sebastian Microweb Fiber,Flexible-elastic Texturizer), 1.5-ounce Sebastian Sebas"
4958,B002HZVOLA,0.05806,0.04234,Beauty,9678.0,Eufora Sculpture Styling Glaze (10.1 oz) Eufora Eufora Sculpture Light Styling G
4959,B002I4Z6TG,-0.29843,-0.17601,Beauty,1170.0,Croc Classic Nano-Titanium Flat Iron (Black Titanium Plate) 450 degrees 1.5 Di B
4960,B002IACDGY,0.02278,0.04155,Beauty,7292.0,Croc Infrared Iron 1.5 Inch Wide TurboIon Turboion's croc infrared flat iron is 
4961,B002IB4KGE,0.09995,-0.00422,Health & Personal Care,75957.0,"Pixi Eye Bright Liner, No.1 Nude Pixi Beauty Pixi Beauty Eye Bright Liner bright"
4962,B002IDPHBE,0.27127,0.01512,Beauty,8942.0,"Bareminerals Flawless Definition Mascara, 0.33 Fluid Ounce Bare Escentuals Wink,"
4963,B002IFT5VA,0.02416,-0.15002,Beauty,10866.0,"CoverGirl LashBlast Length Mascara Very Black 800, 0.21-Ounce Tube COVERGIRL Tur"
4964,B002IGERH6,-0.19739,0.18118,Beauty,10143.0,Eufora Elevation Finishing Spray 10 oz Eufora Eufora Elevate Firm-Hold Working S
4965,B002IGQ7L0,-0.33832,0.17615,Beauty,16050.0,"Dermorganic Trio Kit (12oz Shampoo, 8oz Mask, 4oz Treatment) DermOrganic DermOrg"
4966,B002IJUW1S,0.35284,0.12329,Beauty,187531.0,"Canus Goat's Milk Natural Original Fragrance Body Wash, 33.6 Ounce Goat's Milk i"
4967,B002IOTG9M,-0.19273,-0.01676,Beauty,113863.0,Avon Solutions plus+ Ageless Results Eye Cream Brand New Avon Solutions Plus+ Ag
4968,B002IRIGZO,-0.39424,-0.11478,Beauty,22767.0,"Graftobian Professional Lipstick, Blue Graftobian These cream lipsticks are smoo"
4969,B002IS6S62,-0.24529,-0.15063,Beauty,35477.0,"Essie Nail Lacquer, Midnight Cami, 0.5 Fluid Ounce Essie Essie nail lacquer goes"
4970,B002ISV7B8,-0.19032,-0.14929,Beauty,90450.0,L'Oreal HiP Kohl Liner - Teal L&#39;Oreal Paris Iridescent looks for day or nigh
4971,B002ISZ0CK,-0.18672,-0.14588,Beauty,41873.0,L'Oreal HiP Kohl Liner - Navy L&#39;Oreal Paris Iridescent looks for day or nigh
4972,B002IT3KD0,0.17203,0.09562,Beauty,509.0,Silicon Mix Hair Treatment 16oz Silicon Silicon Mix Hair Treatment. Silicon hair
4973,B002IUHX0A,-0.36498,0.08549,Beauty,8916.0,N.4 High Performance Hair Care - Lumiere d'hiver Super Comb Prep and Protect - 6
4974,B002IULDP6,-0.13653,0.27578,Beauty,12178.0,"Sexy Hair Healthy Sexy Hair Soy Renewal Styling Treatment, 4.2 Ounce Sexy Hair H"
4975,B002IUT09C,-0.12996,0.19787,Beauty,38218.0,N.4 High Performance Hair Care - Lumiere d'hiver (Clarifying Shampoo) 8.5oz Numb
4976,B002IVGAMG,-0.00262,-0.2,Beauty,121271.0,"Diane Rake/Rage Comb Bone/Black, 12 Count Wide tooth rake comb. Extra long teeth"
4977,B002IVKXWE,-0.05269,-0.03518,Beauty,46681.0,Goody Ouchless Detangling Comb Brown #88236 Goody Flexible teeth to eliminate ha
4978,B002IY2EBY,0.10942,0.25676,Beauty,11333.0,"Malibu Miracle Repair Treatment, 12 Count Malibu Miracle Repair&#xA0;Natural Wel"
4979,B002IY5IH6,-0.06258,0.15474,Beauty,30136.0,"Beauty Without Cruelty Eye Make-up Remover, 4-fl Ounce Beauty Without Cruelty Ex"
4980,B002J6Z6HK,0.19731,0.20675,Health & Personal Care,11854.0,Original Sprout Deep Conditioner-12oz Original Sprout Original Sprout Deep Condi
4981,B002JBCSVM,-0.4356,0.36489,Health & Personal Care,1325877.0,Moroccanoil Beauty Hair Care
4982,B002JCSLVW,0.02827,0.26163,Beauty,21266.0,"MyChelle Honeydew Cleanser, Unscented, 4.4-Ounce Bottle MyChelle Dermaceuticals "
4983,B002JDUMFO,0.30005,0.20861,Beauty,805.0,"L'Oreal Paris Collagen Moisture Filler Day/Night Cream, 1.7 Fluid Ounce L&#39;Or"
4984,B002JE7PDA,0.38262,0.24381,Beauty,71181.0,"L'Oreal Paris Collagen Moisture Filler Day Lotion, 2-Fluid Ounce Collagen is the"
4985,B002JF4Q1S,-0.04409,-0.15244,Beauty,139899.0,"Nicole By Opi Nail Lacquer, It Starts With Me, 0.5-Fluid Ounce Nicole is the ult"
4986,B002JF6GMA,-0.36503,-0.24396,Beauty,32175.0,"OPI Nail Lacquer, I Vant to be A-Lone Star, 0.5 Fluid Ounce OPI Modern American "
4987,B002JKD5ME,0.10113,-0.48667,Beauty,139353.0,Konad Nail Art Stamping Princess Special Polish - Yellow (12ml) KONAD Nail Art P
4988,B002JL1Y6C,-0.49773,0.43262,Beauty,1819.0,"Neutrogena Healthy Skin Eye Cream, 0.5 Ounce Neutrogena Beauty Eyes Skin Care Cr"
4989,B002JLQWNM,-0.08175,0.2411,Beauty,16030.0,DevaCare One Condition - 32 oz DevaCurl No-Fade Ultra Creamy Condtioner for blow
4990,B002JNTEBW,-0.31152,0.206,Beauty,89586.0,Palmer's Coconut Oil Formula Replenishing Hair Milk 8.5oz Palmer&#39;s PALMERS C
4991,B002JNV8JI,-0.23789,0.30409,Beauty,35247.0,"Palmer's Protein Coconut Oil, 2.1 Ounce Palmer&#39;s An intensive conditioning t"
4992,B002JPJ2ZS,-0.45271,0.22395,Beauty,14.0,"Extra Strength Hair Nutrient Tablets, 60-Tablets Viviscal Hair Loss Products Bea"
4993,B002JPWOK8,-0.11149,0.14303,Beauty,6493.0,Redken Real Control Shampoo and Conditioner 33.8 oz Set Redken RedkenRedken Real
4994,B002JQAM3I,-0.2142,0.26792,Beauty,33622.0,L'Oreal EverPure Moisture Shampoo &amp; Conditioner L'Oreal everpure moisture sh
4995,B002JSL6QI,0.06626,-0.06864,Beauty,343.0,Babylis Pro BABTT5585 Tourmaline Titanium 3000 Dryer BaBylissPRO Babyliss Pro TT
4996,B002K4NVAU,0.01826,-0.15184,Beauty,196655.0,"NYX Glitter Powder, Crystal, 0.09 Ounce Loose glitter packed in a bullet-sized c"
4997,B002K4YMIA,0.20003,-0.00581,Health & Personal Care,237714.0,Raw Unrefined Shea Butter Grade A From Ghana 7.5 Lbs The Top 10 Uses of Shea But
4998,B002K6AHQY,-0.02596,-0.12055,Beauty,71925.0,"Creative Nail Creative Nail Design Vinylux Nail Lacquer, Rock Royalty, 0.5 Fluid"
4999,B002K8MK0I,-0.05101,0.25587,Beauty,2065.0,"The Body Shop Tea Tree Skin Clearing Toner, 8.4-Fluid Ounce The Body Shop Tone y"
5000,B002K8OEHK,0.17177,0.24791,Beauty,5189.0,"The Body Shop Tea Tree Face Mask, 3.85 Ounce The Body Shop Leave your skin feeli"
5001,B002K8UB9A,0.08869,0.2777,Beauty,2002.0,"The Body Shop Tea Tree Skin Clearing Lotion, 1.69-Fluid Ounce The Body Shop Mois"
5002,B002K8W58K,0.12102,0.2631,Beauty,1073.0,"The Body Shop Tea Tree Skin Clearing Facial Wash Regular, 8.4-Fluid Ounce The Bo"
5003,B002K8XXQ8,0.1283,0.28421,Beauty,4966.0,Body Shop Tea Tree Oil The Body Shop The Body Shop Tea Tree Oil - 0.33 fl oz : A
5004,B002KA1354,-0.44495,0.30464,Beauty,12479.0,Eminence Organics Sweet Red Rose Cleanser 8 oz/250 ml Eminence Organic Skin Care
5005,B002KA4PMW,0.13645,0.16791,Beauty,55457.0,"Eminence Apricot Body Oil, 8.2 Ounce Eminence Organic Skin Care Eminence Organic"
5006,B002KAA8KK,0.19517,-0.01445,Beauty,5223.0,Coal Tar Shampoo Psoriatrax 8oz 25% Coal Tar Solution - Equivalent to 5% Coal Ta
5007,B002KAGWYQ,0.10046,-0.26503,Health & Personal Care,196817.0,Wrap Around Pony Synthetic Hairpiece by Jessica Simpson hairdo - R6 HairDo Witho
5008,B002KANWU8,0.18959,0.3238,Beauty,2976.0,"Perricone MD Face Finishing Moisturizer, 2 fl. oz. Perricone MD A lightweight, s"
5009,B002KANXHK,0.39141,0.22185,Beauty,5698.0,"Perricone MD Citrus Facial Wash, 6 fl. oz. Perricone MD This Vitamin C Ester enh"
5010,B002KCCEGO,0.01239,-0.11819,Beauty,3030.0,"Cure Series Japanese Exfoliating Bath Towel from OHE - Super Hard Weave - Blue, "
5011,B002KDK43I,0.26532,0.09473,Beauty,64817.0,Curl Junkie Curl Rehab Moisturizing Hair Treatment - 8 oz - Strawberry Ice Cream
5012,B002KDNN86,0.27469,0.10277,Beauty,151770.0,"Curl Junkie Coffee-Coco Curl Creme, 8 fl. oz. An all-in-one styling product and "
5013,B002KDNNBS,0.26831,0.07135,Beauty,22192.0,"Curl Junkie Curl Rehab Moisturizing Hair Treatment, Gardenia-Coconut Scent, 8 oz"
5014,B002KFOX38,0.34551,0.13027,Beauty,2298.0,"Gratiae Organics Replenishing Eye Cream, 1.02 Ounce Gratiae Organics Gratiae ski"
5015,B002KFR628,0.412,0.1577,Beauty,2267.0,"Gratiae Organics Replenishing Eye Serum, 1.02 Ounce Gratiae Organics Absolute pr"
5016,B002KFWPM4,0.36375,0.17892,Beauty,73926.0,"Gratiae Organics Purifying Facial Cleanser Gel, 4.05-Ounce GRATiAE Organic Purif"
5017,B002KGW6VI,-0.4992,-0.15425,Beauty,17355.0,Kat Von D Tattoo Liner Trooper 0.02 oz Kat Von D Kat Von D Tattoo Liner - Color 
5018,B002KIGXIS,0.39151,0.18805,Beauty,5674.0,Estee Lauder Estee Lauder Advanced Night Repair - 1.7 fl oz Estee Lauder The one
5019,B002KJSD8K,0.43458,0.17239,Beauty,16611.0,"Vivite Daily Firming Lotion 10 oz. Vivite This smoothing, toning and tightening "
5020,B002KKV066,0.27831,0.0687,Beauty,2737.0,"Garnier Fructis Style Volumizing Anti Humidity Hairspray, 8.25 Ounce Garnier Gar"
5021,B002KKV3X6,0.30993,0.09804,Health & Personal Care,45785.0,Garnier Nutritioniste Skin Renew Awakening Face Massager Facial Treatment Produc
5022,B002KMXO36,0.2033,-0.25265,Beauty,17182.0,"essie nail colour Polish, Matte About You .5 fl oz (15 ml) Essie Matte About You"
5023,B002KP1WIW,0.13231,-0.0229,Beauty,3162.0,"Queen Latifah Queen By Queen Latifah For Women Eau De Parfum Spray, 3.4-Ounce / "
5024,B002KPWZPG,0.3319,-0.14732,Beauty,12120.0,"Nexxus Volume Effexx, Large Round Brush Nexxus Dry, style or add lift with Nexxu"
5025,B002KQ7E9M,-0.25893,0.32394,Beauty,1710.0,Milk Shake Leave in Conditioner 11.8 fl ounces Milk Shake A wonderful leave in c
5026,B002KYF068,-0.14915,-0.17532,Beauty,22495.0,Orly Nail Rescue Kit Orly Orly's Nail Rescue Kit provides quick and easy repair 
5027,B002L5WFT6,-0.38135,0.10581,Health & Personal Care,19190.0,"Bic Soleil Twilight Disposable Razor, Triple Blade  for Women, 4-Count BIC BIC S"
5028,B002L6M068,0.10932,0.01772,Beauty,49163.0,"Maybelline New York Mineral Power Bronzer Shimmer Loose Powder, Sunrise Bronze 6"
5029,B002L6NZ6C,-0.0859,-0.08988,Beauty,18577.0,"Maybelline New York ColorSensational Lip Liner, Clear 10, 0.04 Ounce Maybelline "
5030,B002L6NZHG,0.01523,0.07824,Beauty,78410.0,"Maybelline New York ColorSensational Lipcolor, Pink Quartz 115, 0.15 Ounce Maybe"
5031,B002L6O1R4,-0.01372,0.05615,Beauty,112296.0,"Maybelline Dream Mousse Concealer Corrector, Ivory Light 2-3.5 .11 oz (3 g) Mayb"
5032,B002L6PWZO,0.07506,-0.08032,Beauty,23662.0,"Maybelline New York Expert Wear Eyeshadow Quads, Stylish Smokes, 08q Emerald Smo"
5033,B002L6PXNA,0.01803,-0.04207,Beauty,63573.0,"Maybelline The Colossal Volum' Express Mascara, Waterproof, Waterproof, Glam Bro"
5034,B002LA1D9Y,0.07138,0.27367,Beauty,1263.0,Bioderma Sebium H2O Solution Purifying Non-Rinse Cleanser 500ml Oily Bioderma An
5035,B002LA27Q2,0.27319,0.03805,Beauty,18295.0,"Mineral Fusion Natural Brands Pressed Foundation, Warm 2, 0.32 Ounce Mineral Fus"
5036,B002LA53V8,0.25785,0.04929,Beauty,2057.0,Bioderma Crealine TS H2O Micelle Solution 500ml Bioderma The benchmark micelle s
5037,B002LA7VR2,0.2816,0.04152,Beauty,9025.0,"Mineral Fusion Natural Brands Lengthening Mascara, Graphite, 0.57 Ounce Mineral "
5038,B002LAS26Q,0.05055,0.2527,Beauty,4214.0,"Vivite Vibrance Therapy, 1-Ounce Pump Vivite Vivite Vibrance Therapy specially f"
5039,B002LB75AO,0.29212,-0.13525,Health & Personal Care,102122.0,"Clarisonic Mia Sonic Skin Cleansing System - Blue Mia is the new, go-anywhere so"
5040,B002LBE796,0.24627,0.16516,Beauty,180340.0,Josie Maran Argan Oil Moisturizing Stick 0.55 oz Josie Maran What it is:An organ
5041,B002LC5X52,-0.1723,0.08458,Beauty,126291.0,"Laura Mercier Secret Camouflage, Sc-2 0.26 oz laura mercier Laura Mercier Secret"
5042,B002LC9OES,0.29735,0.11825,Beauty,1100.0,"Mario Badescu - Facial Spray With Aloe, Herbs And Rosewater - 4 oz Mario Badescu"
5043,B002LE54P4,0.37854,0.17247,Beauty,521.0,"Neocutis Lumiere Bio-restorative Eye Cream with PSP, Anti-aging, 0.5 Ounce NEOCU"
5044,B002LE8OWO,-0.00384,-0.07928,Beauty,14353.0,"Herstyler Baby Curl Curling Iron, Purple HerStyler Herstyler's tourmaline/Cerami"
5045,B002LE8OX8,-0.02818,-0.14942,Beauty,6509.0,Herstyler Classic Forever Ceramic Flat Iron HerStyler Solid ceramic plates guara
5046,B002LE8P8W,-0.08481,-0.12665,Beauty,80410.0,"Le Angelique Curling Iron, Pink, 25mm Le Angelique Maintains even heat while cur"
5047,B002LFLP2E,0.02898,0.01544,Beauty,126430.0,"L'Oreal Paris Infallible 8HR Plumping Lip Gloss, Mauve, 0.21 Ounces L&#39;Oreal "
5048,B002LFLPEC,0.24653,0.09648,Beauty,89558.0,"L'Oreal Paris Colour Riche Anti-Aging Serum Lipcolour, Desperately Mauve, 0.13 O"
5049,B002LFLRFY,-0.04499,-0.06777,Beauty,84605.0,"L'Oreal Paris HiP high intensity pigments Chrome Eyeliner, Black Shock, 0.03 Oun"
5050,B002LFLXDA,0.09164,0.06579,Beauty,16035.0,"Maybelline New York Super Stay 24Hr Makeup, Caramel, 1 Fluid Ounce Maybelline Su"
5051,B002LFNQ2Q,0.1792,-0.11926,Beauty,96702.0,"L'Oreal Paris Extra-Intense Liquid Pencil Eyeliner, Black #798 L&#39;Oreal Paris"
5052,B002LFNQT4,0.04062,-0.09764,Beauty,148910.0,"Maybelline New York Line Stiletto Ultimate Precision Liquid Eyeliner, 502 Black,"
5053,B002LFNX1K,0.12558,0.05285,Beauty,86767.0,"Maybelline New York Mineral Power Illuminator, Nude 615, 0.14 Ounce Maybelline 1"
5054,B002LFQ5MO,0.02483,0.07972,Beauty,120944.0,"Maybelline New York Super Stay 24Hr Concealer, Deep Beige 750, 0.18 Fluid Ounce "
5055,B002LHG9HI,0.28337,-0.05438,Beauty,17881.0,Urban Skintrition Prevention-Aid to fight Stretch Marks- 4 oz. /118 ml with Enha
5056,B002LHIQKQ,0.19945,0.1568,Beauty,15575.0,Fresh Sugar Rose SPF 15 Lip Treatment .15 oz (4 g) Skincare Blends reparative oi
5057,B002LHITWG,0.25207,0.19039,Beauty,3559.0,Joico Moisture Recovery Shampoo/Conditioner Duo 10.1 Oz. Bottles Joico Joico's p
5058,B002LITTAG,0.26277,0.2736,Beauty,23496.0,"EO Shower Gel, French Lavender, 16-Ounce Bottles (Pack of 2) EO EO Therapeutic S"
5059,B002LIXTFC,-0.46767,-0.06243,Beauty,60859.0,"Remington S-9951 Frizz Therapy, Humidity Resistant Ceramic Flat Hairstyling Iron"
5060,B002LJUD6O,-0.4031,-0.22413,Beauty,181568.0,"Ecotools Alicia  Brush Set, 5 Piece An  cosmetic bag by Alicia Silverstone. Make"
5061,B002LJUD7S,-0.40378,-0.1496,Beauty,3105.0,Ecotools Alicia Train Case (Color may vary) EcoTools An  cosmetic bag by Alicia 
5062,B002LL57Z4,0.2908,-0.34813,Beauty,8422.0,"Eurow Microfiber Hair Turban Here is what to do: Tip head forward, put on the tu"
5063,B002LLG4T2,0.04316,-0.33027,Beauty,162995.0,Nail Station Nail Station makes it easy for you to get professional-style manicu
5064,B002LM83HW,0.31741,0.12527,Beauty,6257.0,"Clearly Natural Liquid Glycerine Soap, Unscented, 12 Ounce (Pack of 2) Clearly N"
5065,B002LMBLTY,0.29576,0.11783,Beauty,4072.0,"Trader Joe's Tea Tree Tingle Shampoo with Peppermint, Tea Tree and Eucalyptus Bo"
5066,B002LMCFFS,0.11617,0.17562,Beauty,12961.0,"Trader Joe's Tea Tree Tingle Body Wash,16 ounce Trader Joe&#39;s We've worked cl"
5067,B002LMNJDA,0.2255,0.14619,Beauty,4306.0,Trader Joe's Tea Tree Tingle Conditioner with Peppermint and Eucalyptus - Cruelt
5068,B002LPDTYG,0.16941,0.24491,Beauty,4390.0,Pond's Flawless White Deep Whitening Facial Foam 100 g Pond&#39;s Pond's Flawles
5069,B002LPFZLQ,0.12643,0.21426,Beauty,29577.0,Pond's Flawless White Visible Lightening Daily Cream 50 g POND Pond's Flawess Wh
5070,B002LSQR0Q,0.09961,0.27102,Beauty,28372.0,"Dial All Day Freshness Antibacterial Body Wash with Moisturizers, Spring Water S"
5071,B002LSTMB2,-0.11872,0.00442,Beauty,37286.0,"Paco Rabanne 1 Million By Paco Rabanne For Men Eau De Toilette Spray, 1.7-Ounce "
5072,B002LV317A,0.15891,0.22381,Beauty,29483.0,Trader Joe's Nourish Spa Balance Moisturizing Conditioner - Cruelty Free 16.9oz 
5073,B002LVJBPG,0.10535,0.03758,Beauty,19222.0,"Dermablend Quick Fix Concealer SPF 30, Ivory Dermablend Have quick, smooth and e"
5074,B002LWQ3II,0.04327,0.08627,Beauty,4058.0,Kerastase Paris Chroma Thermique - 150ml Kerastase I am heat activated protectio
5075,B002LYU3IM,0.35467,-0.14215,Beauty,151125.0,"Cortex Pro Curling Iron 1.25 (Black) Create the shiny, silky looks you desire in"
5076,B002LZ0GEM,0.16451,-0.10891,Beauty,109795.0,Solia Tourmaline Ceramic Ion Flat Iron (1-1/4&quot;) Hot Pink Solia New breakthr
5077,B002LZ1QVY,-0.45201,0.22385,Beauty,164083.0,"CHI Deep Brilliance Reflect Silk Reflection for Unisex, 12 Ounce 12 ounce Treatm"
5078,B002LZYVWA,0.01966,0.08281,Beauty,13764.0,"e.l.f. Makeup Remover Cleansing Cloths, 20 Count e.l.f. Cosmetics Gently and eas"
5079,B002M06SMU,0.35557,-0.07382,Health & Personal Care,1573.0,Blue Ice Royal Butter Oil / Fermented Cod Liver Oil Blend - 120 Capsules Green P
5080,B002M0720M,0.20453,-0.06063,Beauty,33092.0,Studio Tone Correcting Powder e.l.f. Cosmetics Create a balanced and radiant com
5081,B002M3KEOU,-0.42307,-0.37374,Beauty,12695.0,PRO IRON CLIPPER for ACRYLIC/FALSE NAILS TIP CUTTER Eamee PRO IRON CLIPPER for A
5082,B002M466HI,-0.00973,0.32676,Beauty,26183.0,"Philosophy Hope Springs Eternal Mist, 5 Ounce A refreshing, hydrating facial mis"
5083,B002M50FQK,-0.53592,0.45712,Beauty,86648.0,Fekkai Shea Butter Moisturizing Hair Conditioner 8 Fl Oz Beauty Hair Care Condit
5084,B002M7FHFM,0.24876,0.04147,Beauty,6365.0,NuFountain&reg; Fresh Cosmetics Specially Priced 3-Pack of Genuine 20% L-Ascorbi
5085,B002MAYNMM,-0.21726,-0.00594,Beauty,9120.0,"Avon Anew Reversalist Night Renewal Cream Avon Anew Brand New in Sealed Box 
Avo"
5086,B002MFWH70,-0.1235,-0.2284,Beauty,8394.0,"Supernail Swiss Silk Wrap Self-Adhesive Tabs, 40 Count Super Nail Swiss silk wra"
5087,B002MJG5T2,-0.15327,0.08001,Beauty,34173.0,"Maybelline New York Colorsensational Lip Gloss, Born with It 015, 0.23 Fluid Oun"
5088,B002MJOZTE,0.08439,-0.00069,Beauty,80777.0,"Maybelline New York Lash Stiletto Ultimate Length Waterproof Mascara, Brownish B"
5089,B002MO3CG6,-0.56186,0.30667,Beauty,4374.0,"Just For Me Hair Milk Nourishing Detangler, 10-Ounce Bottle Just For Me Beauty S"
5090,B002MO780W,-0.52573,0.31365,Beauty,17243.0,"Just For Me Hair Milk Shampoo, 13.5-Ounce Bottle Just For Me Shampoos Beauty Hai"
5091,B002MO9BW0,-0.50775,0.32302,Beauty,14376.0,"Just For Me Hair Milk Conditioner, 13.5-Ounce Bottle Just For Me Beauty Hair Car"
5092,B002MOBZSS,-0.5476,0.26819,Beauty,19679.0,"Just For Me Hair Milk Styling Creme, 8-Ounce Bottle Just For Me Beauty Styling P"
5093,B002MS6TC6,0.23592,-0.16012,Beauty,26654.0,"New Eau De Toilette Spray for Women by Chloe, 2.5 Ounce Chloe Introduced in 2007"
5094,B002MSN3QQ,0.27425,0.10588,Beauty,13.0,"Eltamd UV Clear SPF 46, 48-Gram 1.7 oz. EltaMD Elta MD UV Shield 46 helps reduce"
5095,B002MVD29G,0.16568,0.15917,Beauty,42484.0,Fekkai Advanced Brilliant Glossing Conditioner-16 oz. Conditioning ShineThey say
5096,B002MWXQP0,-0.31869,0.32934,Beauty,6255.0,Obagi Clenziderm M.D. Therapeutic Moisturizer 50ml/1.7oz Obagi Medical Obagi by 
5097,B002MZ8BK2,-0.04722,-0.4962,Beauty,251.0,Konad Nail Art Double Ended Stamper And Scraper KONAD Nail Art This stamper has 
5098,B002MZM8O2,0.28779,0.20812,Beauty,30876.0,ROC Retinol Correxion Deep Wrinkle Serum 1.0 oz RoC ROC Retinol Correxion Deep W
5099,B002N0U37A,-0.42845,-0.12242,Beauty,2887.0,BaByliss PRO Nano Titanium Mini Straightening Iron (1 inch) BaBylissPRO Babyliss
5100,B002N5AJWE,0.05908,-0.03309,Sports &amp; Outdoors,98124.0,BEAUTYKO Instant Cover Skin Concealer BEAUTYKO Miracle concealer make up to cove
5101,B002N5I2XC,0.19106,-0.09657,Beauty,29424.0,"Physicians Formula Shimmer Strips Custom Blush &amp; Highlighter, Natural Glow P"
5102,B002N5L874,0.00245,-0.12314,Beauty,60571.0,Benefit Cosmetics CORALista Blush 0.42oz Benefit Cosmetics What it is: A warm co
5103,B002N5MI2S,0.23229,0.0457,Beauty,97.0,"TIGI Bed Head Men Matte Separation Wax, 2.65 Ounce Tigi For That Stylish LookSpo"
5104,B002N5MKLW,0.30503,0.19272,Beauty,1591.0,"Moroccanoil Moisture Repair Shampoo, 8.5-Ounce Bottle Moroccanoil The much antic"
5105,B002N5MKM6,0.00677,0.28568,Beauty,1845.0,"Moroccanoil Moisture Repair Conditioner, 8.5-Ounce Bottle Moroccanoil This Treat"
5106,B002N5MKMG,0.28948,0.10895,Beauty,325.0,Moroccan Oil Intense Hydrating Mask 8.5 Ounce Moroccanoil Introducing the power 
5107,B002N6SBJ6,0.34262,-0.21789,Beauty,46267.0,32oz. Organic Yellow FILTERED CREAMY Shea Butter By SaaQin&reg; Why do we filter
5108,B002N6UH6Q,-0.23241,0.15621,Beauty,6165.0,2 Pack - Nature's Blessing Hair Pomade Nature&#39;s Blessings Pure Mineral Jelly
5109,B002NBF8SI,-0.29508,0.07875,Beauty,4835.0,"Hot Off The Press Thermal Protection Spray By Paul Mitchell for Unisex, 6 Ounce "
5110,B002NBJAWI,0.26955,0.10322,Beauty,195460.0,"Physicians Formula Tinted Moisturizer SPF-15, Fair to Light 1122 1 fl oz (30 ml)"
