item_id,item_text,rank,neighbor_item_id,cosine_similarity,neighbor_text
5613,TIGI Catwalk Your Highness Volume Tween 25.36oz Volumizing Shampoo and Conditioner Duo TIGI TIGI Cat,1,7575,0.85586,Tigi Bed Head Colour Combat Dumb Blonde Tween Duo Pack 2x750ml TIGI Tigi Bed Head Colour Combat Dumb
5613,TIGI Catwalk Your Highness Volume Tween 25.36oz Volumizing Shampoo and Conditioner Duo TIGI TIGI Cat,2,7243,0.85125,Tigi Bed Head Styleshots Epic Volume Tween (750ml) Duo Set [Misc.] TIGI Tigi Bed Head Styleshots Epi
5613,TIGI Catwalk Your Highness Volume Tween 25.36oz Volumizing Shampoo and Conditioner Duo TIGI TIGI Cat,3,5278,0.82603,DEVA by Deva Concepts: HEAVEN IN HAIR INTENSE MOISTURE TREATMENT 16 OZ DevaCurl DEVA by Deva Concept
5613,TIGI Catwalk Your Highness Volume Tween 25.36oz Volumizing Shampoo and Conditioner Duo TIGI TIGI Cat,4,2461,0.82371,Bed Head TIGI Catwalk Curls Rock Curl Amplifier - 4 oz. Catwalk CATWALK by Tigi CURL ROCKS AMPLIFIER
5613,TIGI Catwalk Your Highness Volume Tween 25.36oz Volumizing Shampoo and Conditioner Duo TIGI TIGI Cat,5,2162,0.81916,"Tigi S Factor by Tigi S Factor Flat Iron Shine Spray Heat Defender for Unisex, 4.23 Ounce Tigi TIGI "
5614,"Super Nail Pure Acetone Polish Remover 235 Ml Super Nail Used To Remove Acrylics, Nail Wraps And Nai",1,9533,0.89666,Cutex Regular Nail Polish Remover Pads - 10 CT Cutex Fast And Effective Formula One Pad Clean All 10
5614,"Super Nail Pure Acetone Polish Remover 235 Ml Super Nail Used To Remove Acrylics, Nail Wraps And Nai",2,970,0.87436,"Super Nail Acetone Polish Remover, 16 Ounce Super Nail Removes polish gently from natural and artifi"
5614,"Super Nail Pure Acetone Polish Remover 235 Ml Super Nail Used To Remove Acrylics, Nail Wraps And Nai",3,883,0.87351,Super Nail 16 oz. Pure Acetone Super Nail Super Nail Pure Acetone is multi-purpose 100% pure acetone
5614,"Super Nail Pure Acetone Polish Remover 235 Ml Super Nail Used To Remove Acrylics, Nail Wraps And Nai",4,1184,0.87193,Rachels Polish Remover 16 oz. Pure Acetone (Clear) Cosmetic Grade Conditioning Formula Salon Nail po
5614,"Super Nail Pure Acetone Polish Remover 235 Ml Super Nail Used To Remove Acrylics, Nail Wraps And Nai",5,245,0.86792,Star Nail Pen-Style Polish Corrector Makeup Nails Beauty Nail Polish Remover
5615,"Carol's Daughter, Tui Leave In Conditioner, 8 Ounce Hydrating Refresher for Normal to Dry Hair. Beau",1,2012,0.92668,"Carol's Daughter, Black Vanilla (Moisturizing) Leave-in Conditioner, 8-Ounce Carol&#39;s Daughter Hy"
5615,"Carol's Daughter, Tui Leave In Conditioner, 8 Ounce Hydrating Refresher for Normal to Dry Hair. Beau",2,5291,0.91375,"Carol's Daughter, Black Vanilla ( Moisturizing) Hair Smoothie, 8-Ounce Carol&#39;s Daughter Intense "
5615,"Carol's Daughter, Tui Leave In Conditioner, 8 Ounce Hydrating Refresher for Normal to Dry Hair. Beau",3,3413,0.90692,"Carol's Daughter, Tui Hair Smoothie, 8-Ounce Carol&#39;s Daughter Intense Conditioning Treatment for"
5615,"Carol's Daughter, Tui Leave In Conditioner, 8 Ounce Hydrating Refresher for Normal to Dry Hair. Beau",4,8625,0.88942,"Dominican Magic Nourishing Moisture Lock Leave On Conditioner, 16 Ounce Dominican Magic Prepared to "
5615,"Carol's Daughter, Tui Leave In Conditioner, 8 Ounce Hydrating Refresher for Normal to Dry Hair. Beau",5,7102,0.88478,"Dove Nutritive Therapy, Nourishing Oil Care Leave In Smoothing Cream, 4 Ounce (Pack of 2) Dove Beaut"
5616,"Carol's Daughter, Healthy Hair Butter, 4 Ounce Carol&#39;s Daughter Creamy Hairdress for Relaxed or ",1,3413,0.962,"Carol's Daughter, Tui Hair Smoothie, 8-Ounce Carol&#39;s Daughter Intense Conditioning Treatment for"
5616,"Carol's Daughter, Healthy Hair Butter, 4 Ounce Carol&#39;s Daughter Creamy Hairdress for Relaxed or ",2,2011,0.95572,"Carol's Daughter, Mimosa Hair Honey, 8-Ounce Carol&#39;s Daughter Water-Free hairdress to control fr"
5616,"Carol's Daughter, Healthy Hair Butter, 4 Ounce Carol&#39;s Daughter Creamy Hairdress for Relaxed or ",3,1924,0.9277,"Loc Butter Shaping Pomade Hairdress 8oz Carol&#39;s Daughter Water-Free Styling aid for Locs, Palm R"
5616,"Carol's Daughter, Healthy Hair Butter, 4 Ounce Carol&#39;s Daughter Creamy Hairdress for Relaxed or ",4,9349,0.91806,"Motions Naturally You, Define My Curls Cr&egrave;me, 8 Ounce Motions Beauty Styling Products Hair Ca"
5616,"Carol's Daughter, Healthy Hair Butter, 4 Ounce Carol&#39;s Daughter Creamy Hairdress for Relaxed or ",5,2494,0.91665,"Carol's Daughter, Lisa's Hair Elixir, 8 Ounce Carol&#39;s Daughter Aids in Preventing Breakage. Hair"
5617,Creative Nail Solar Oil Nail &amp; Cuticle Treatment .25 oz. CND Cosmetics What it is:A synergistic ,1,894,0.87281,"Sally Hansen Vitamin E Nail and Cuticle Oil, 0.45 Fluid Ounce Sally Hansen Sally Hansen vitamin E na"
5617,Creative Nail Solar Oil Nail &amp; Cuticle Treatment .25 oz. CND Cosmetics What it is:A synergistic ,2,6822,0.87128,"Sally Hansen Miracle, Cure for Severe Problem Nails, 0.45 Fluid Ounce Sally Hansen Sally Hansen mira"
5617,Creative Nail Solar Oil Nail &amp; Cuticle Treatment .25 oz. CND Cosmetics What it is:A synergistic ,3,3754,0.87077,"derma e Anti-Aging Hand Cr&egrave;me, Age Reversal Formula for Youthful Hands, 4-Ounce Tube (Pack of"
5617,Creative Nail Solar Oil Nail &amp; Cuticle Treatment .25 oz. CND Cosmetics What it is:A synergistic ,4,1319,0.86731,"Cuticle Oil, Apricot, 0.46 oz Essie Essie Apricot Cuticle 
An intense blend of enriched oils that so"
5617,Creative Nail Solar Oil Nail &amp; Cuticle Treatment .25 oz. CND Cosmetics What it is:A synergistic ,5,11418,0.86354,Bliss Kiss Pure Cuticle &amp; Nail Oil Starter/Refill Kit - Crisp - Better Than OPI Avoplex What it 
5618,"Nailtek Intensive Therapy-2 Treatment for Soft Peeling Nails, 0.5 Fluid Ounce Nail Tek Nailtek inten",1,5308,0.94423,"Seche Vite Perfect Nail Rebuild, 0.5 Fluid Ounce Seche Rebuild helps weak, thin, soft, or peeling na"
5618,"Nailtek Intensive Therapy-2 Treatment for Soft Peeling Nails, 0.5 Fluid Ounce Nail Tek Nailtek inten",2,3332,0.94201,Nail Tek Intensive Therapy II Buy 1 Get 1 free &quot;.5x2 oz&quot; Nail Tek Nail Tek FORMULATION II 
5618,"Nailtek Intensive Therapy-2 Treatment for Soft Peeling Nails, 0.5 Fluid Ounce Nail Tek Nailtek inten",3,939,0.92882,"Nailtiques Formula 2 Protein, .5 Ounce Nailtiques This formula treats nails that are naturally soft,"
5618,"Nailtek Intensive Therapy-2 Treatment for Soft Peeling Nails, 0.5 Fluid Ounce Nail Tek Nailtek inten",4,525,0.91337,Nailtiques Nail Protein Formula 2 Plus Nailtiques Nailtiques Nail Protein Formula #2 plus Treatment 
5618,"Nailtek Intensive Therapy-2 Treatment for Soft Peeling Nails, 0.5 Fluid Ounce Nail Tek Nailtek inten",5,228,0.91076,"Nailtiques Formula 2 Nail Growth Formula Treatments, 0.25 Ounce Nailtiques Nailtiques formula 2 trea"
5619,OPI SOFT SHADES Samoan Sand NLP61 OPI OPI Samoan Sand amazing long lasting nail polish from OPI the ,1,1864,0.94135,OPI Italian Love Affair OPI OPI Italian Love Affair amazing long lasting nail polish from OPI the wo
5619,OPI SOFT SHADES Samoan Sand NLP61 OPI OPI Samoan Sand amazing long lasting nail polish from OPI the ,2,2485,0.93553,opi Gargantuan Green Grape OPI OPI Gargantuan Green Grape amazing long lasting nail polish from OPI 
5619,OPI SOFT SHADES Samoan Sand NLP61 OPI OPI Samoan Sand amazing long lasting nail polish from OPI the ,3,1918,0.89053,OPI Nail Lacquer Mexico Collection NLM23 Strawberry Margarita OPI Buy OPI Nail Polish - OPI Nail Lac
5619,OPI SOFT SHADES Samoan Sand NLP61 OPI OPI Samoan Sand amazing long lasting nail polish from OPI the ,4,11294,0.88995,"OPI Nail Lacquer, # NL A06 Hawaiian Orchid, 0.5 Ounce OPI Eye popping colors great to wear daily. OP"
5619,OPI SOFT SHADES Samoan Sand NLP61 OPI OPI Samoan Sand amazing long lasting nail polish from OPI the ,5,3828,0.87972,"OPI Nail Lacquer, DS Reflection, 0.5-Fluid Ounce OPI OPI Designer Series spectacular diamond-dust fo"
5620,OPI Nail Polish An Affair In Red Square 0.5 oz. OPI OPI polishes have a great variety of colors. Ove,1,5621,0.99528,OPI Nail Polish Yoga-ta Get This Blue 0.5 oz. OPI OPI polishes have a great variety of colors. Over 
5620,OPI Nail Polish An Affair In Red Square 0.5 oz. OPI OPI polishes have a great variety of colors. Ove,2,9680,0.91275,OPI Nail Polish France Collection Color Tickle My France-Y F16 0.5oz 15ml OPI OPI is renowned global
5620,OPI Nail Polish An Affair In Red Square 0.5 oz. OPI OPI polishes have a great variety of colors. Ove,3,9676,0.91064,OPI Nail Polish 2012 Nicki Minaj Collection Color Pink Friday N16 0.5oz 15ml OPI OPI is renowned glo
5620,OPI Nail Polish An Affair In Red Square 0.5 oz. OPI OPI polishes have a great variety of colors. Ove,4,10721,0.88272,Essie Winter Collection BUTLER PLEASE Blue Nail Polish 819 Lacquer Salon Mani Essie Essie brings you
5620,OPI Nail Polish An Affair In Red Square 0.5 oz. OPI OPI polishes have a great variety of colors. Ove,5,9687,0.88194,"OPI: Lacquer M37 Boyfriend Scales Lacquer, 0.5 oz OOS!! OPI OPI's Spiderman Collection - My Boyfrien"
5621,OPI Nail Polish Yoga-ta Get This Blue 0.5 oz. OPI OPI polishes have a great variety of colors. Over ,1,5620,0.99528,OPI Nail Polish An Affair In Red Square 0.5 oz. OPI OPI polishes have a great variety of colors. Ove
5621,OPI Nail Polish Yoga-ta Get This Blue 0.5 oz. OPI OPI polishes have a great variety of colors. Over ,2,9680,0.90853,OPI Nail Polish France Collection Color Tickle My France-Y F16 0.5oz 15ml OPI OPI is renowned global
5621,OPI Nail Polish Yoga-ta Get This Blue 0.5 oz. OPI OPI polishes have a great variety of colors. Over ,3,9676,0.90603,OPI Nail Polish 2012 Nicki Minaj Collection Color Pink Friday N16 0.5oz 15ml OPI OPI is renowned glo
5621,OPI Nail Polish Yoga-ta Get This Blue 0.5 oz. OPI OPI polishes have a great variety of colors. Over ,4,9687,0.8813,"OPI: Lacquer M37 Boyfriend Scales Lacquer, 0.5 oz OOS!! OPI OPI's Spiderman Collection - My Boyfrien"
5621,OPI Nail Polish Yoga-ta Get This Blue 0.5 oz. OPI OPI polishes have a great variety of colors. Over ,5,10721,0.87978,Essie Winter Collection BUTLER PLEASE Blue Nail Polish 819 Lacquer Salon Mani Essie Essie brings you
5622,"John Frieda Frizz Ease Dream Curls Conditioner, 10 Ounce John Frieda This conditioner starts blockin",1,5623,0.98537,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce John Frieda This shampoo starts blocking frizz "
5622,"John Frieda Frizz Ease Dream Curls Conditioner, 10 Ounce John Frieda This conditioner starts blockin",2,5624,0.95855,"Frizz Ease Smooth Start Repairing Conditioner by John Frieda for Damaged Hair, 10 Ounce John Frieda "
5622,"John Frieda Frizz Ease Dream Curls Conditioner, 10 Ounce John Frieda This conditioner starts blockin",3,6214,0.93904,"Rusk Deepshine Keratin Care Smoothing Conditioner Unisex, 12 Ounce Rusk A sodium chloride-free, colo"
5622,"John Frieda Frizz Ease Dream Curls Conditioner, 10 Ounce John Frieda This conditioner starts blockin",4,8422,0.9379,"John Frieda Full Repair Strengthen and Restore Conditioner, 8.45 Fluid Ounce (Pack of 2) John Frieda"
5622,"John Frieda Frizz Ease Dream Curls Conditioner, 10 Ounce John Frieda This conditioner starts blockin",5,7131,0.93757,"John Frieda Full Repair Perfect Ends Deep Infusion, 1.7 Fluid Ounce John Frieda Silkens and protects"
5623,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce John Frieda This shampoo starts blocking frizz ",1,5622,0.98537,"John Frieda Frizz Ease Dream Curls Conditioner, 10 Ounce John Frieda This conditioner starts blockin"
5623,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce John Frieda This shampoo starts blocking frizz ",2,5624,0.95495,"Frizz Ease Smooth Start Repairing Conditioner by John Frieda for Damaged Hair, 10 Ounce John Frieda "
5623,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce John Frieda This shampoo starts blocking frizz ",3,3025,0.93621,"Frizz-Ease Creme Serum Overnight Repair formula by John Frieda for Unisex Serum, 1.69 Ounce John Fri"
5623,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce John Frieda This shampoo starts blocking frizz ",4,4475,0.93284,"Root Awakening Nourishing Moisture Shampoo-Oily Scalp and Dry Hair by John Frieda, 8.45 Ounce John F"
5623,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce John Frieda This shampoo starts blocking frizz ",5,8422,0.92958,"John Frieda Full Repair Strengthen and Restore Conditioner, 8.45 Fluid Ounce (Pack of 2) John Frieda"
5624,"Frizz Ease Smooth Start Repairing Conditioner by John Frieda for Damaged Hair, 10 Ounce John Frieda ",1,5622,0.95855,"John Frieda Frizz Ease Dream Curls Conditioner, 10 Ounce John Frieda This conditioner starts blockin"
5624,"Frizz Ease Smooth Start Repairing Conditioner by John Frieda for Damaged Hair, 10 Ounce John Frieda ",2,5623,0.95495,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce John Frieda This shampoo starts blocking frizz "
5624,"Frizz Ease Smooth Start Repairing Conditioner by John Frieda for Damaged Hair, 10 Ounce John Frieda ",3,2912,0.91639,"John Frieda Frizz-Ease Original Serum, 1.69 Ounces Frizz-Ease Frizz-Ease Original Serum blocks frizz"
5624,"Frizz Ease Smooth Start Repairing Conditioner by John Frieda for Damaged Hair, 10 Ounce John Frieda ",4,433,0.91128,"Neutrogena Triple Moisture Silk Touch Leave-In Cream, 6 Fluid Ounce Neutrogena Softens, smoothes and"
5624,"Frizz Ease Smooth Start Repairing Conditioner by John Frieda for Damaged Hair, 10 Ounce John Frieda ",5,6789,0.91032,"ALTERNA BAMBOO Smooth Anti-Frizz Shampoo, 8.5 fl oz Alterna Combines strengthening pure Organic Bamb"
5625,"Jergens Ultra Healing Lotion, 32 Ounce Jergens Jergens ultra healing extra dry skin moisturizer tott",1,3113,0.91436,"Curel Fragrance Free Lotion, 20 ounce Curel Curel fragrance free original lotion for dry and sensiti"
5625,"Jergens Ultra Healing Lotion, 32 Ounce Jergens Jergens ultra healing extra dry skin moisturizer tott",2,4522,0.91331,"Jergens Natural Glow Foaming Body Lotion, Fair to Medium, 5 Ounce Jergens Jergens natural glow foami"
5625,"Jergens Ultra Healing Lotion, 32 Ounce Jergens Jergens ultra healing extra dry skin moisturizer tott",3,8794,0.91009,"Jergens All Purpose Face Cream, 15 Ounce (Pack of 2) Jergens Jergens all purpose face cream 15 ounce"
5625,"Jergens Ultra Healing Lotion, 32 Ounce Jergens Jergens ultra healing extra dry skin moisturizer tott",4,8808,0.90858,"Curel Skin Nourishing Lotion for Dry, Rough Skin With Honey, Vanilla &amp; Shea Butter, 13fl.oz pump"
5625,"Jergens Ultra Healing Lotion, 32 Ounce Jergens Jergens ultra healing extra dry skin moisturizer tott",5,4013,0.907,"Nivea Original Moisture Daily Lotion for Normal to Dry Skin, 13.5 Fluid Ounce (Pack of 3) Nivea Soft"
5626,"Steam Activated Cleanser by Biore, 5 Ounce Biore With SteamActiv beads uses the pore-opening power o",1,8094,0.92035,"Clean &amp; Clear OilFree Daily Pore Cleanser, 5.5 Ounce (Pack of 2) Clean &amp; Clear This unique d"
5626,"Steam Activated Cleanser by Biore, 5 Ounce Biore With SteamActiv beads uses the pore-opening power o",2,11712,0.91723,"Biore Deep Pore Charcoal Cleanser, 6.77 Ounce Biore Biore deep pore charcoal cleanser targets deep-d"
5626,"Steam Activated Cleanser by Biore, 5 Ounce Biore With SteamActiv beads uses the pore-opening power o",3,1853,0.91436,"Neutrogena Oil-Free Acne Wash Daily Scrub, 4.2 Ounce Neutrogena Cleans deep into pores and helps sto"
5626,"Steam Activated Cleanser by Biore, 5 Ounce Biore With SteamActiv beads uses the pore-opening power o",4,9084,0.91007,"Biore Pore Detoxifying Foam Cleanser, 6.7 Ounce Biore Biore 4 In 1 detoxifying cleanser is a unique "
5626,"Steam Activated Cleanser by Biore, 5 Ounce Biore With SteamActiv beads uses the pore-opening power o",5,1491,0.90822,"Biore Ultra Deep Cleansing Pore Strips, 6 Count Biore Offer maximum pore cleansing power to combat h"
5627,"Nicole by OPI Nail Lacquer, Make Mine Lime, 0.5 Fluid Ounce OPI Nicole is the ultimate trendsetter's",1,4383,0.99831,"Nicole by OPI Nail Lacquer, Love Your Life, 0.5 Fluid Ounce OPI Nicole is the ultimate trendsetter's"
5627,"Nicole by OPI Nail Lacquer, Make Mine Lime, 0.5 Fluid Ounce OPI Nicole is the ultimate trendsetter's",2,4985,0.99009,"Nicole By Opi Nail Lacquer, It Starts With Me, 0.5-Fluid Ounce Nicole is the ultimate trendsetter's "
5627,"Nicole by OPI Nail Lacquer, Make Mine Lime, 0.5 Fluid Ounce OPI Nicole is the ultimate trendsetter's",3,4134,0.9836,"Nicole by OPI Nail Treatment, Top Coat Plus, 0.5 Fluid Ounce OPI Nicole is the ultimate trendsetter'"
5627,"Nicole by OPI Nail Lacquer, Make Mine Lime, 0.5 Fluid Ounce OPI Nicole is the ultimate trendsetter's",4,6908,0.94583,"Nicole by OPI Nail Treatment, Drying Drops for Nail Lacquer, 0.5 Fluid Ounce OPI Nicole is the ultim"
5627,"Nicole by OPI Nail Lacquer, Make Mine Lime, 0.5 Fluid Ounce OPI Nicole is the ultimate trendsetter's",5,9433,0.93518,"essie nail color polish, sure shot, .46 fl oz Essie Essie brings you a line of nail polish and effec"
5628,Ecotools Alicia Cosmetic Bag EcoTools A cosmetic bag by Alicia Silverstone Beauty Tools & Accessorie,1,5061,0.92694,Ecotools Alicia Train Case (Color may vary) EcoTools An  cosmetic bag by Alicia Silverstone Train Ca
5628,Ecotools Alicia Cosmetic Bag EcoTools A cosmetic bag by Alicia Silverstone Beauty Tools & Accessorie,2,11383,0.87613,Blue Avocado (eco) Pouch Kit XO Eco Beauty Tools & Accessories Cosmetic Bags Bags & Cases
5628,Ecotools Alicia Cosmetic Bag EcoTools A cosmetic bag by Alicia Silverstone Beauty Tools & Accessorie,3,11646,0.85545,Blue Avocado Travel Duffle BlueAvocado-Ross Bennett Beauty Tools & Accessories Cosmetic Bags Bags & 
5628,Ecotools Alicia Cosmetic Bag EcoTools A cosmetic bag by Alicia Silverstone Beauty Tools & Accessorie,4,8230,0.85501,Clear Cosmetic Bag Town &amp; Country Beauty Tools & Accessories Cosmetic Bags Bags & Cases
5628,Ecotools Alicia Cosmetic Bag EcoTools A cosmetic bag by Alicia Silverstone Beauty Tools & Accessorie,5,11208,0.85107,Bare Escentuals Minerals Shiny Pink Expandable Makeup Bag Bare Escentuals Beauty Tools & Accessories
5629,SHANY Glamour Girl Makeup Kit - 48 Eyeshadow / 4 Blush /2 Powder SHANY Cosmetics Indulge in a new so,1,10276,0.87865,"NYX Cosmetics Waiting for Tonight 46 Colors Makeup Kit Palette with Eye Shadows , Concealers, Eyebro"
5629,SHANY Glamour Girl Makeup Kit - 48 Eyeshadow / 4 Blush /2 Powder SHANY Cosmetics Indulge in a new so,2,8599,0.8708,"SHANY 180 Color Eyeshadow Palette (180 Color Eyeshadow Palette, United Colors of SHANY, Neon Frenzy,"
5629,SHANY Glamour Girl Makeup Kit - 48 Eyeshadow / 4 Blush /2 Powder SHANY Cosmetics Indulge in a new so,3,10308,0.86878,"The Balm Balm Jovi New Holiday Palette for Lips, Eyes and Cheeks, .4 Ounce theBalm The Balm balm jov"
5629,SHANY Glamour Girl Makeup Kit - 48 Eyeshadow / 4 Blush /2 Powder SHANY Cosmetics Indulge in a new so,4,8597,0.86076,"SHANY Ultimate Fusion Eyeshadow Palette (120 Color Eyeshadow Palette, Natural Nude and Neon Combinat"
5629,SHANY Glamour Girl Makeup Kit - 48 Eyeshadow / 4 Blush /2 Powder SHANY Cosmetics Indulge in a new so,5,6495,0.85377,"SHANY Shimmer Eyeshadow Palette, 50/50 Shimmer Matte, 13 Ounce The SHANY Sunset Collection Eyeshadow"
5630,"SHANY Eyeshadow Kit, Metallic Runway, 96 Color SHANY Cosmetics There are no machine made eye shadows",1,7155,0.92534,"SHANY 2011 All In One Makeup Set, Shimmer Blend, Leather Case, Limited, Did you know that all Shany'"
5630,"SHANY Eyeshadow Kit, Metallic Runway, 96 Color SHANY Cosmetics There are no machine made eye shadows",2,5243,0.92328,"SHANY Makeup Artists Must Have Pro Eyeshadow Palette, 96 Color SHANY Cosmetics Not satisfied with yo"
5630,"SHANY Eyeshadow Kit, Metallic Runway, 96 Color SHANY Cosmetics There are no machine made eye shadows",3,8704,0.84793,"SHANY Cosmetics Urban Gal Collection Brush Kit (15 Piece Vegan Travel Brushes with Carry On Case), 1"
5630,"SHANY Eyeshadow Kit, Metallic Runway, 96 Color SHANY Cosmetics There are no machine made eye shadows",4,8707,0.84774,"SHANY Cosmetics Urban Gal Collection Brush Kit (18 Piece Pro Brushes with Zebra Magnetic Pouch), 13 "
5630,"SHANY Eyeshadow Kit, Metallic Runway, 96 Color SHANY Cosmetics There are no machine made eye shadows",5,8896,0.84602,SHANY COSMETICS The Masterpiece 7 Layers All-in-One Makeup Set SHANY Cosmetics All-in-one makeup set
5631,Beauty Revolution MAKEUPKIT Complete With Makeover Kit With Runway Colors.Item# JC237 BR Cosmetics H,1,5635,0.90002,"SHANY Eyeshadow Kit, 48 Color Highly pigmented makeup kit.  Colors are picked via our professional t"
5631,Beauty Revolution MAKEUPKIT Complete With Makeover Kit With Runway Colors.Item# JC237 BR Cosmetics H,2,5265,0.88085,Cameo Carry All Beauty Case by Shany &copy; 90pc Pro Make Up Set - Premium Collection Cameo Cosmetic
5631,Beauty Revolution MAKEUPKIT Complete With Makeover Kit With Runway Colors.Item# JC237 BR Cosmetics H,3,5453,0.87282,"SHANY Carry All Trunk Professional Makeup Kit - Eyeshadow,Pedicure,manicure - Gift Set SHANY Cosmeti"
5631,Beauty Revolution MAKEUPKIT Complete With Makeover Kit With Runway Colors.Item# JC237 BR Cosmetics H,4,5634,0.85549,BR Travel Size Eyeshadow Makeup Kit 0.5 Oz BR Cosmetics This eyeshadow set is made of high quality r
5631,Beauty Revolution MAKEUPKIT Complete With Makeover Kit With Runway Colors.Item# JC237 BR Cosmetics H,5,5287,0.85472,"BHCosmetics 120 Color Eyeshadow Palette - 1st Edition BHCosmetics Long lasting, easy to match differ"
5632,"SHANY Professional Eyeshadow Kit, 180 Color, 180 Grams SHANY Cosmetics Imagine having 180 colors to ",1,5645,0.86114,"SHANY Professional Eyeshadow Pallette, Runway Collection, 162 Colors SHANY Cosmetics This product co"
5632,"SHANY Professional Eyeshadow Kit, 180 Color, 180 Grams SHANY Cosmetics Imagine having 180 colors to ",2,6494,0.85343,"SHANY 28 color Blush palette - Blush it, contour it and shade it - all in one You can use all the co"
5632,"SHANY Professional Eyeshadow Kit, 180 Color, 180 Grams SHANY Cosmetics Imagine having 180 colors to ",3,7578,0.85239,"SHANY Warm Eyeshadow and Blush, Neutral To Warm Colors, 11-Ounce You can use all the colors as eyesh"
5632,"SHANY Professional Eyeshadow Kit, 180 Color, 180 Grams SHANY Cosmetics Imagine having 180 colors to ",4,9370,0.85046,"BH Cosmetics 60 Color Eye Shadow Palette, Day and Night BHCosmetics You'll fall in love with this ir"
5632,"SHANY Professional Eyeshadow Kit, 180 Color, 180 Grams SHANY Cosmetics Imagine having 180 colors to ",5,5646,0.84686,"SHANY Professional Multi Effect Velvet Touch Eyeshadow Palette, 24 Color This kit contains 24 differ"
5633,"Beauty Revolution Makeup Kit, 32 Ounce Once you have this kit, you no longer have to carry around a ",1,5636,0.94953,"SHANY Deluxe Make up kit 44pc GIFT SET SHANY Cosmetics Once you have this kit, you will no longer ha"
5633,"Beauty Revolution Makeup Kit, 32 Ounce Once you have this kit, you no longer have to carry around a ",2,5634,0.88886,BR Travel Size Eyeshadow Makeup Kit 0.5 Oz BR Cosmetics This eyeshadow set is made of high quality r
5633,"Beauty Revolution Makeup Kit, 32 Ounce Once you have this kit, you no longer have to carry around a ",3,5751,0.88632,Multicolor Eyeshadow palette - All In One The high quality 46 colors makeup kit is a perfect gift id
5633,"Beauty Revolution Makeup Kit, 32 Ounce Once you have this kit, you no longer have to carry around a ",4,5646,0.87684,"SHANY Professional Multi Effect Velvet Touch Eyeshadow Palette, 24 Color This kit contains 24 differ"
5633,"Beauty Revolution Makeup Kit, 32 Ounce Once you have this kit, you no longer have to carry around a ",5,5645,0.87596,"SHANY Professional Eyeshadow Pallette, Runway Collection, 162 Colors SHANY Cosmetics This product co"
5634,BR Travel Size Eyeshadow Makeup Kit 0.5 Oz BR Cosmetics This eyeshadow set is made of high quality r,1,5453,0.89055,"SHANY Carry All Trunk Professional Makeup Kit - Eyeshadow,Pedicure,manicure - Gift Set SHANY Cosmeti"
5634,BR Travel Size Eyeshadow Makeup Kit 0.5 Oz BR Cosmetics This eyeshadow set is made of high quality r,2,5633,0.88886,"Beauty Revolution Makeup Kit, 32 Ounce Once you have this kit, you no longer have to carry around a "
5634,BR Travel Size Eyeshadow Makeup Kit 0.5 Oz BR Cosmetics This eyeshadow set is made of high quality r,3,5265,0.88759,Cameo Carry All Beauty Case by Shany &copy; 90pc Pro Make Up Set - Premium Collection Cameo Cosmetic
5634,BR Travel Size Eyeshadow Makeup Kit 0.5 Oz BR Cosmetics This eyeshadow set is made of high quality r,4,5565,0.88575,"BR- Makeup set - Eyeshadows, blush, lip gloss, mascara and more BR A compact multi-use makeup palett"
5634,BR Travel Size Eyeshadow Makeup Kit 0.5 Oz BR Cosmetics This eyeshadow set is made of high quality r,5,5636,0.88572,"SHANY Deluxe Make up kit 44pc GIFT SET SHANY Cosmetics Once you have this kit, you will no longer ha"
5635,"SHANY Eyeshadow Kit, 48 Color Highly pigmented makeup kit.  Colors are picked via our professional t",1,5631,0.90002,Beauty Revolution MAKEUPKIT Complete With Makeover Kit With Runway Colors.Item# JC237 BR Cosmetics H
5635,"SHANY Eyeshadow Kit, 48 Color Highly pigmented makeup kit.  Colors are picked via our professional t",2,7578,0.86663,"SHANY Warm Eyeshadow and Blush, Neutral To Warm Colors, 11-Ounce You can use all the colors as eyesh"
5635,"SHANY Eyeshadow Kit, 48 Color Highly pigmented makeup kit.  Colors are picked via our professional t",3,5287,0.86558,"BHCosmetics 120 Color Eyeshadow Palette - 1st Edition BHCosmetics Long lasting, easy to match differ"
5635,"SHANY Eyeshadow Kit, 48 Color Highly pigmented makeup kit.  Colors are picked via our professional t",4,5637,0.86144,"Eyeshadow Palette, Bold and Bright Collection, Metallic, 88 Color Unlike other similar products this"
5635,"SHANY Eyeshadow Kit, 48 Color Highly pigmented makeup kit.  Colors are picked via our professional t",5,7723,0.85818,Pearl Sparkle 64 Elegant Eyeshadow Colors Makeup Kit Palette This 64 Eye shadow Markup kit is all yo
5636,"SHANY Deluxe Make up kit 44pc GIFT SET SHANY Cosmetics Once you have this kit, you will no longer ha",1,5633,0.94953,"Beauty Revolution Makeup Kit, 32 Ounce Once you have this kit, you no longer have to carry around a "
