profile_id,job_cd,job_nm,job_clcd,job_clcd_nm,keco_cd,career_years,edu_level,major_field,major,cert,region,top_skill_1,top_skill_2,top_skill_3
7588,K000000946,도료 및 농약품 화학공학기술자 및 연구원,154,화학공학 기술자 및 시험원,1541,8.8,석사,공학,생명공학과,,서울,화학 100,기술 분석 100,조직체계의 분석 및 평가 100
7589,K000001145,직조기 및 편직기 조작원,861,섬유 제조·가공 기계 조작원,8612,8.8,대졸,공학,,양장기능사(국가기술),서울,유연성 및 균형 100,고장의 발견.수리 86,시력 83
7590,K000001004,기술 영업원,612,기술·해외 영업원 및 상품중개인,6121,6.0,석사,사회,,,서울,말하기 99,시간 관리 99,글쓰기 98
7591,K000001150,시설 및 특수 경비원,541,경호·보안 종사자,5413,4.3,대졸,예체능,,,경기,반응시간과 속도 100,신체적 강인성 98,공간지각력 81
7592,K000001047,고무 및 플라스틱제품 조립원,852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,8524,10.4,고졸,공학,,"화공기사, 산업기사(국가기술)",경기,유연성 및 균형 100,신체적 강인성 98,작동 점검 93
7593,K000007449,회계사,023,회계·세무·감정 전문가,0231,2.2,대졸,사회,,공인회계사(국가전문),경기,읽고 이해하기 98,수리력 98,전산 95
7594,K000000831,도장원(도장기조작원),825,도장원 및 도금원,8251,3.5,전문대졸,공학,,,대전,움직임 통제 97,신체적 강인성 76,작동 점검 70
7595,K000001154,온라인 쇼핑 판매원,615,판매 종사자,6154,3.7,고졸,공학,,전자상거래관리사(국가기술),경남,모니터링(Monitoring) 96,협상 95,재정 관리 94
7596,K000007482,변호사,221,법률 전문가,2212,2.9,석사,사회,법학과,변호사(국가전문),전북,판단과 의사결정 100,서비스 지향 100,선택적 집중력 100
7597,K000000877,항공공학기술자,151,기계·로봇공학 기술자 및 시험원,1511,7.8,박사,공학,,,대전,장비 선정 100,물리 99,작동 점검 96
7598,K000007553,감사사무원,026,경영지원 사무원,0266,5.2,대졸,사회,,,서울,모니터링(Monitoring) 100,범주화 100,법 100
7599,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,5.3,대졸,인문,,식품가공기능사(국가기술),경남,품질관리분석 100,상품 제조 및 공정 95,작동 점검 92
7600,K000000987,자산운용가(펀드매니저),031,금융·보험 전문가,0312,3.4,대졸,사회,,자산관리사《FP》(국가공인 민간),전남,듣고 이해하기 100,인적자원 관리 100,추리력 100
7601,K000001101,조선·해양공학기술자,151,기계·로봇공학 기술자 및 시험원,1511,0.9,박사,공학,,"조선산업기사, 기사, 기술사(국가기술)",서울,기술 설계 100,공학과 기술 95,전산 93
7602,K000007469,선박기관사,621,항공기·선박·철도 조종사 및 관제사,6212,8.1,대졸,공학,,해기사(국가전문),경기,장비의 유지 100,고장의 발견.수리 100,운송 98
7603,K000000884,선박갑판원,624,택배원 및 기타 운송 종사자,6244,16.8,고졸,자연,,,경기,컴퓨터와 전자공학 100,움직임 통제 100,운송 100
7604,K000000949,인문과학 연구원,110,인문·사회과학 연구원,1101,3.0,박사,교육,,,서울,가르치기 100,철학과 신학 100,논리적 분석 85
7605,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,3.5,고졸,사회,,,인천,작동 점검 97,고장의 발견.수리 79,신체적 강인성 79
7606,K000001008,패션소품디자이너(의상제외),415,디자이너,4152,3.6,대졸,인문,,"제품디자인산업기사, 기사, 기술사(국가기술)",광주,디자인 100,예술 87,창의력 85
7607,K000001037,유리·유리제품 생산기계 조작원,826,비금속제품 생산기계 조작원,8261,5.7,대졸,인문,재료공학과,,경기,작동 점검 92,장비의 유지 79,기계 76
7608,K000000955,행사·전시 및 회의 기획자,024,광고·조사·상품기획·행사기획 전문가,0244,1.1,석사,공학,비서학과,,경기,디자인 94,의사소통과 미디어 93,서비스 지향 93
7609,K000007562,노무사,022,경영·인사 전문가,0222,2.1,대졸,사회,경영학과,,대구,조직체계의 분석 및 평가 100,사람 파악 100,듣고 이해하기 100
7610,K000001066,청소원,561,청소 종사자,5611,15.6,고졸,사회,,,대전,신체적 강인성 68,역사 64,작동 점검 63
7611,K000006723,보험계리사,031,금융·보험 전문가,0313,3.4,대졸,사회,,보험계리사(국가전문),서울,읽고 이해하기 99,논리적 분석 98,범주화 95
7612,K000000951,모델,416,연극·영화·방송 전문가,4162,10.4,전문대졸,예체능,,,서울,유연성 및 균형 100,반응시간과 속도 93,예술 93
7613,K000000838,초·중·고등학교 교장 및 교감,013,전문서비스 관리자,0132,1.2,대졸,교육,,"초등학교 1,2급 정교사(국가전문)",서울,인적자원 관리 100,판단과 의사결정 100,설득 89
7614,K000001112,금속 공작기계 조작원,813,금형원 및 공작기계 조작원,8132,1.4,고졸,공학,컴퓨터응용기계과,,부산,상품 제조 및 공정 96,고장의 발견.수리 93,유연성 및 균형 90
7615,K000000916,상하수도 처리장치 조작원,853,환경관련 장치 조작원,8531,2.9,대졸,자연,,,부산,작동 점검 90,장비의 유지 90,조작 및 통제 81
7616,K000000831,도장원(도장기조작원),825,도장원 및 도금원,8251,3.4,전문대졸,공학,,,경기,정교한 동작 88,움직임 통제 87,장비 선정 78
7617,K000000943,종이제품 생산기계 조작원,882,목재·펄프·종이 생산기계 조작원,8823,1.3,고졸,인문,,펄프제지기능사(국가기술),서울,조작 및 통제 100,상품 제조 및 공정 99,신체적 강인성 90
7618,K000001072,"섬유 제조기계 조작원(방적,방사,연사,합사,권사기등)",861,섬유 제조·가공 기계 조작원,8611,5.0,고졸,공학,,,서울,정교한 동작 88,고장의 발견.수리 81,기계 77
7619,K000007547,안마사,307,보건·의료 종사자,3078,2.3,고졸,인문,재활학과,,광주,서비스 지향 97,신체적 강인성 86,정교한 동작 77
7620,K000007508,부사관,250,군인,2504,2.7,전문대졸,사회,,,서울,가르치기 100,지리 98,신체적 강인성 97
7621,K000000916,상하수도 처리장치 조작원,853,환경관련 장치 조작원,8531,2.1,전문대졸,공학,,,경남,화학 96,조작 및 통제 87,장비의 유지 80
7622,K000000861,제과·제빵원,871,제과·제빵원 및 떡 제조원,8711,4.6,전문대졸,자연,,"제과기능사, 기능장(국가기술)",대전,식품생산 87,상품 제조 및 공정 82,정교한 동작 81
7623,K000001077,공예원,884,공예원 및 귀금속세공원,8841,2.0,대졸,예체능,공예학과,,경북,예술 92,시력 86,정교한 동작 80
7624,K000001211,건설·광업용기계설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8117,3.4,고졸,공학,,,서울,장비의 유지 97,장비 선정 91,고장의 발견.수리 89
7625,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,6.1,대졸,공학,,"빅데이터분석기사, 데이터분석전문가, 데이터분석준전문가",경남,수리력 100,학습전략 100,전산 100
7626,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,2.9,고졸,공학,,식품가공기능사(국가기술),서울,품질관리분석 100,식품생산 100,장비 선정 99
7627,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,14.9,대졸,사회,,,경기,움직임 통제 100,작동 점검 100,장비 선정 100
7628,K000000827,노점 및 이동 판매원,615,판매 종사자,6156,0.7,고졸,공학,,,대구,서비스 지향 95,식품생산 92,고객서비스 73
7629,K000000961,사무용 전자기기 설치 및 수리원(컴퓨터제외),832,전기·전자 기기 설치·수리원,8321,5.5,고졸,자연,,"전자산업기사, 기사(국가기술)",광주,기계 100,영업과 마케팅 95,장비의 유지 90
7630,K000000846,장례 지도사 및 장례 상담원,512,결혼·장례 등 예식 서비스원,5123,5.0,고졸,자연,,장례지도사(국가전문),서울,서비스 지향 92,상담 87,선택적 집중력 63
7631,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,7.1,대졸,공학,,식품가공기능사(국가기술),경기,고장의 발견.수리 100,조작 및 통제 99,식품생산 97
7632,K000001040,관세 행정 사무원,025,정부행정 사무원,0252,5.1,대졸,사회,,,서울,사무 88,전산 83,경제와 회계 76
7633,K000001118,전기 및 전자설비 조작원,834,전기·전자 설비 조작원,8340,5.2,고졸,공학,,"전자산업기사, 기사(국가기술)",서울,조작 및 통제 100,움직임 통제 93,기계 92
7634,K000007449,회계사,023,회계·세무·감정 전문가,0231,7.4,대졸,사회,,공인회계사(국가전문),인천,범주화 100,논리적 분석 100,판단과 의사결정 100
7635,K000000883,학습지·교육교구 방문강사,214,문리·기술·예능 강사,2148,7.3,대졸,자연,,,서울,학습전략 100,가르치기 100,청력 93
7636,K000000908,보험인수심사원(언더라이터),031,금융·보험 전문가,0319,14.5,대졸,사회,,보험계리사(국가전문),전남,설득 100,의료 100,법 100
7637,K000001110,국악인,414,"창작·공연 전문가(작가, 연극 제외)",4144,5.7,석사,예체능,무용학과,,서울,예술 96,가르치기 79,청력 78
7638,K000000829,토목안전·환경기술자 및 토목품질기술자,140,건축·토목공학 기술자 및 시험원,1403,8.0,석사,사회,환경공학과,,충남,건축 및 설계 100,법 92,지리 91
7639,K000001166,육류·어패류 및 낙농품 가공 기계 조작원,873,식품 가공 기계 조작원,8731,11.2,고졸,사회,,식육가공기사(국가기술),인천,식품생산 100,상품 제조 및 공정 100,신체적 강인성 94
7640,K000007528,분장사,511,미용 서비스원,5115,4.3,대졸,예체능,미용과,,경기,시력 83,디자인 70,예술 68
7641,K000000916,상하수도 처리장치 조작원,853,환경관련 장치 조작원,8531,2.4,대졸,공학,,,서울,기계 98,조작 및 통제 97,화학 81
7642,K000001202,"전기계측제어기술자(전기패널, 계장, 공정자동화전기 등)",153,전기·전자공학 기술자 및 시험원,1531,4.6,대졸,공학,전기공학과,,서울,공학과 기술 100,기술 분석 100,기억력 97
7643,K000001028,영업 및 판매 관련 관리자,015,영업·판매·운송 관리자,0151,7.7,대졸,사회,,,서울,추리력 100,인적자원 관리 100,서비스 지향 97
7644,K000001030,철도기관차 및 전동차 정비원,812,운송장비 정비원,8123,6.3,대졸,공학,,,충남,기술 설계 90,고장의 발견.수리 86,정교한 동작 84
7645,K000007468,버스운전원,622,자동차 운전원,6222,13.3,고졸,인문,,자동차운전면허 제 1종 대형(국가전문),경기,조작 및 통제 100,운송 100,반응시간과 속도 100
7646,K000000881,공연·영화 및 음반 기획자,417,문화·예술 기획자 및 매니저,4171,2.2,석사,예체능,,,강원,시간 관리 100,창의력 100,판단과 의사결정 100
7647,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,11.9,전문대졸,공학,,특수용접기능사(국가기술),서울,정교한 동작 100,움직임 통제 93,고장의 발견.수리 90
7648,K000000962,도금 및 금속 분무기 조작원,825,도장원 및 도금원,8252,8.7,고졸,인문,,,경기,기계 91,화학 87,상품 제조 및 공정 83
7649,K000007538,한식조리사,531,주방장 및 조리사,5312,7.4,전문대졸,인문,,,강원,식품생산 100,시력 82,유연성 및 균형 82
7650,K000000971,가구 조립원,883,가구·목제품 제조·수리원,8832,2.9,전문대졸,공학,,,대전,신체적 강인성 100,재정 관리 100,조작 및 통제 96
7651,K000008483,우편집배원,624,택배원 및 기타 운송 종사자,6243,1.6,전문대졸,공학,,,경기,반응시간과 속도 97,공간지각력 95,움직임 통제 92
7652,K000001154,온라인 쇼핑 판매원,615,판매 종사자,6154,1.3,전문대졸,인문,,전자상거래관리사(국가기술),경기,경제와 회계 98,서비스 지향 91,사무 90
7653,K000007482,변호사,221,법률 전문가,2212,7.4,석사,사회,법학과,변호사(국가전문),대구,범주화 100,선택적 집중력 100,추리력 100
7654,K000000933,행정부고위공무원,011,의회의원·고위공무원 및 기업 고위임원,0112,3.2,석사,공학,,,서울,협상 94,설득 92,경영 및 행정 87
7655,K000000985,조경 기술자,140,건축·토목공학 기술자 및 시험원,1404,8.6,대졸,자연,조경학과,,경기,공간지각력 100,디자인 100,예술 98
7656,K000001023,공업기계 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8112,2.4,대졸,공학,,,전북,설치 100,작동 점검 91,장비의 유지 91
7657,K000000884,선박갑판원,624,택배원 및 기타 운송 종사자,6244,3.0,대졸,사회,,,광주,운송 100,반응시간과 속도 91,신체적 강인성 89
7658,K000000906,대학 교수,211,대학 교수 및 강사,2111,3.8,박사,공학,,,서울,듣고 이해하기 100,읽고 이해하기 100,기술 분석 99
7659,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,3.6,고졸,인문,,,서울,서비스 지향 100,유연성 및 균형 100,행동조정 88
7660,K000000832,정보 보안 전문가,134,네트워크 시스템 개발자 및 정보보안 전문가,1342,5.4,대졸,공학,,정보보안기사∙산업기사(국가기술),경기,논리적 분석 100,모니터링(Monitoring) 100,창의력 97
7661,K000001189,금속 및 재료공학 시험원,152,금속·재료공학 기술자 및 시험원,1522,3.3,석사,공학,재료공학과,,경남,전산 100,장비의 유지 100,물적자원 관리 100
7662,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,10.3,고졸,사회,,,인천,상품 제조 및 공정 100,신체적 강인성 100,움직임 통제 100
7663,K000007494,간호사,304,간호사,3040,3.9,대졸,의약,간호학과,,경기,정교한 동작 94,심리 89,글쓰기 88
7664,K000001021,공간정보시스템전문가,140,건축·토목공학 기술자 및 시험원,1406,3.2,대졸,공학,,도화기능사(국가기술),경기,품질관리분석 100,기술 설계 99,지리 94
7665,K000007583,작곡가,414,"창작·공연 전문가(작가, 연극 제외)",4145,1.9,대졸,예체능,작곡과,,전북,청력 100,예술 98,기억력 92
7666,K000007541,생활지도원,232,보육교사 및 기타 사회복지 종사자,2329,6.7,전문대졸,사회,,보육교사(국가전문),경북,가르치기 100,기억력 100,학습전략 99
7667,K000007467,콘크리트공,701,건설구조 기능원,7014,1.8,전문대졸,공학,,"콘크리트 기능사, 산업기사, 기사(국가기술)",전북,건축 및 설계 84,움직임 통제 80,신체적 강인성 78
7668,K000001078,목재 가공 관련 기계 조작원,882,목재·펄프·종이 생산기계 조작원,8821,7.6,대졸,공학,,"임산가공기능사, 산업기사(국가기술)",서울,장비의 유지 100,상품 제조 및 공정 99,디자인 95
7669,K000007555,양식조리사,531,주방장 및 조리사,5314,3.1,대졸,자연,,,경기,신체적 강인성 100,식품생산 100,정교한 동작 94
7670,K000007555,양식조리사,531,주방장 및 조리사,5314,1.7,대졸,자연,,양식조리기능사(국가기술),광주,식품생산 100,정교한 동작 94,물적자원 관리 88
7671,K000007573,검사,221,법률 전문가,2211,11.2,석사,사회,,변호사(국가전문),서울,듣고 이해하기 100,말하기 100,판단과 의사결정 96
7672,K000008489,결혼 상담원 및 웨딩플래너,512,결혼·장례 등 예식 서비스원,5121,11.2,전문대졸,인문,,,서울,말하기 100,창의력 87,사람 파악 87
7673,K000001063,식품공학 기술자 및 연구원,157,식품공학 기술자 및 시험원,1571,1.5,대졸,자연,,"식품산업기사, 기사, 기술사(국가기술)",전북,품질관리분석 100,화학 100,시간 관리 100
7674,K000000847,기업 대표 및 기업 고위 임원,011,의회의원·고위공무원 및 기업 고위임원,0113,7.9,석사,자연,,,서울,협상 100,인사 100,글쓰기 100
7675,K000000917,전자 부품 및 제품 생산기계 조작원,835,전기·전자 부품·제품 생산기계 조작원,8353,5.8,고졸,공학,,"전기기능사, 산업기사, 기사(국가기술)",대전,상품 제조 및 공정 100,정교한 동작 97,기계 89
7676,K000007577,치과기공사,306,의료기사·치료사·재활사,3063,8.6,전문대졸,의약,치기공학과,,경남,정교한 동작 100,기술 설계 94,의료 93
7677,K000008494,대중무용수(백댄서),414,"창작·공연 전문가(작가, 연극 제외)",4147,2.3,전문대졸,예체능,,,울산,창의력 100,반응시간과 속도 98,공간지각력 89
7678,K000007514,감정평가사,023,회계·세무·감정 전문가,0234,2.4,대졸,사회,회계학과,,인천,경제와 회계 100,협상 96,논리적 분석 96
7679,K000000831,도장원(도장기조작원),825,도장원 및 도금원,8251,10.6,고졸,공학,,자동차보수도장기능사(국가기술),서울,정교한 동작 100,움직임 통제 100,화학 78
7680,K000001157,농림어업 관련 시험원,122,생명과학 연구원 및 시험원,1223,3.3,대졸,인문,,"임업종묘기사, 기능사(국가기술)",강원,지리 82,식품생산 76,생물 73
7681,K000007494,간호사,304,간호사,3040,8.0,대졸,의약,간호학과,"간호사(국가전문), 전문간호사",경기,모니터링(Monitoring) 100,생물 100,반응시간과 속도 95
7682,K000000962,도금 및 금속 분무기 조작원,825,도장원 및 도금원,8252,4.7,고졸,공학,,,충남,상품 제조 및 공정 100,시력 84,정교한 동작 81
7683,K000000966,잡지기자,412,기자 및 언론 전문가,4120,3.6,대졸,인문,,,경북,창의력 100,읽고 이해하기 94,논리적 분석 92
7684,K000001209,정육원 가공원 및 도축원,872,식품 가공 기능원,8721,3.3,고졸,자연,,,경기,신체적 강인성 83,기계 83,움직임 통제 79
7685,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,5.3,석사,자연,,"빅데이터분석기사, 데이터분석전문가, 데이터분석준전문가",서울,판단과 의사결정 100,전산 100,산수와 수학 100
7686,K000008483,우편집배원,624,택배원 및 기타 운송 종사자,6243,12.0,고졸,사회,,"자동차운전면허 제 1종, 2종 보통(국가전문)",서울,신체적 강인성 100,움직임 통제 100,공간지각력 97
7687,K000000842,육묘 및 화훼작물재배자,901,작물재배 종사자,9014,9.8,전문대졸,자연,,,대구,시력 100,생물 100,정교한 동작 98
7688,K000000981,레크리에이션전문가,420,스포츠·레크리에이션 종사자,4205,1.2,대졸,공학,,,인천,창의력 80,유연성 및 균형 75,말하기 73
7689,K000007552,항공기조종사,621,항공기·선박·철도 조종사 및 관제사,6211,7.1,대졸,공학,항공운항학과,,경남,신체적 강인성 100,모니터링(Monitoring) 100,반응시간과 속도 100
7690,K000007570,교도관,240,"경찰관, 소방관 및 교도관",2403,2.3,대졸,예체능,교정보호학과,"응급구조사 1, 2급(국가전문)",경북,교육 및 훈련 94,사람 파악 93,추리력 91
7691,K000000868,건설 및 채굴 기계 운전원,704,건설·채굴 기계 운전원,7040,5.0,고졸,공학,기계과,,대구,움직임 통제 96,신체적 강인성 90,장비의 유지 82
7692,K000001182,패턴사,862,"패턴사, 재단사 및 재봉사",8621,2.1,고졸,인문,,,울산,디자인 76,정교한 동작 72,유연성 및 균형 71
7693,K000007468,버스운전원,622,자동차 운전원,6222,2.7,전문대졸,인문,,자동차운전면허 제 1종 대형(국가전문),대구,공간지각력 96,반응시간과 속도 91,시간 관리 87
7694,K000001016,곡물가공 제품 기계 조작원,873,식품 가공 기계 조작원,8733,7.6,고졸,자연,,,경기,고장의 발견.수리 97,장비의 유지 94,반응시간과 속도 92
7695,K000007538,한식조리사,531,주방장 및 조리사,5312,6.3,전문대졸,인문,,한식조리기능사(국가기술),경기,식품생산 85,물적자원 관리 83,신체적 강인성 76
7696,K000000979,오락시설 서비스 종사원,524,오락시설 서비스원,5240,4.1,고졸,예체능,,,서울,청력 83,서비스 지향 63,안전과 보안 60
7697,K000001036,가스·에너지시험원 및 진단전문가,155,에너지·환경공학 기술자 및 시험원,1552,4.7,대졸,공학,,,울산,안전과 보안 100,공학과 기술 100,컴퓨터와 전자공학 98
7698,K000000884,선박갑판원,624,택배원 및 기타 운송 종사자,6244,2.2,전문대졸,인문,,,충남,운송 100,유연성 및 균형 99,움직임 통제 96
7699,K000001054,화학물 가공 장치 조작원,851,석유·화학물 가공장치 조작원,8512,4.8,고졸,사회,기계과,"화공기사, 산업기사(국가기술)",서울,화학 95,설치 92,안전과 보안 86
7700,K000001204,계기 검침원 및 가스 점검원,564,검침·주차관리 및 기타 서비스 단순 종사자,5641,6.4,대졸,공학,,,경북,반응시간과 속도 94,품질관리분석 86,지리 80
7701,K000000878,도시계획·설계가,140,건축·토목공학 기술자 및 시험원,1405,0.6,대졸,공학,,,서울,건축 및 설계 94,지리 90,디자인 83
7702,K000000881,공연·영화 및 음반 기획자,417,문화·예술 기획자 및 매니저,4171,2.8,석사,사회,,,대구,듣고 이해하기 100,물적자원 관리 100,인적자원 관리 100
7703,K000001062,철로 설치 및 보수원,705,기타 건설 기능원(채굴포함),7052,2.1,전문대졸,공학,,"철도차량정비기능사, 기능장(국가기술)",서울,작동 점검 91,기계 90,정교한 동작 86
7704,K000001024,제분 및 도정 관련 기계 조작원,873,식품 가공 기계 조작원,8732,3.4,고졸,공학,,식품가공기능사(국가기술),강원,식품생산 79,상품 제조 및 공정 72,정교한 동작 70
7705,K000001136,은행 사무원(출납창구제외),032,금융·보험 사무원,0321,3.5,대졸,자연,수리학과,은행텔러《CBT》(비공인민간),서울,선택적 집중력 100,판단과 의사결정 100,전산 100
7706,K000001183,속기사,029,안내·고객상담·통계·비서 및 기타 사무원,0296,1.9,대졸,사회,,"한글속기 1,2,3급(국가기술)",울산,청력 90,국어 77,기억력 77
7707,K000007494,간호사,304,간호사,3040,9.3,대졸,의약,간호학과,"간호사(국가전문), 전문간호사",광주,의료 100,반응시간과 속도 96,기억력 92
7708,K000001127,의료코디네이터,029,안내·고객상담·통계·비서 및 기타 사무원,0292,3.2,전문대졸,사회,,,강원,협상 100,설득 100,의료 95
7709,K000001035,조경원,901,작물재배 종사자,9015,5.3,전문대졸,공학,환경조경과,"종자기능사, 산업기사, 기사, 기술사(국가기술)",부산,운송 76,신체적 강인성 73,장비 선정 72
7710,K000007501,물리치료사,306,의료기사·치료사·재활사,3065,1.8,대졸,의약,물리치료학과,물리치료사(국가전문),경기,의료 100,생물 93,정교한 동작 72
7711,K000001160,연극영화방송기술감독,416,연극·영화·방송 전문가,4161,14.3,대졸,예체능,,"무대예술전문인《음향, 조명》(국가전문)",서울,예술 100,모니터링(Monitoring) 100,장비의 유지 100
7712,K000008481,네트워크관리자(클라우딩컴퓨터운영관리자),136,정보시스템 및 웹 운영자,1361,2.9,대졸,공학,,정보관리기술사(국가기술),서울,장비의 유지 95,전산 93,문제 해결 87
7713,K000001029,영상시나리오작가,411,작가·통번역가,4111,5.5,대졸,인문,문예창작학과,,경기,반응시간과 속도 100,창의력 98,판단과 의사결정 98
7714,K000001035,조경원,901,작물재배 종사자,9015,3.5,전문대졸,공학,환경조경과,"임업종묘기능사, 산업기사, 기사(국가기술)",경기,디자인 90,신체적 강인성 85,유연성 및 균형 83
7715,K000007583,작곡가,414,"창작·공연 전문가(작가, 연극 제외)",4145,13.6,대졸,예체능,관현악과,,부산,듣고 이해하기 100,창의력 100,글쓰기 100
7716,K000001210,금융관리자,012,행정·경영·금융·보험 관리자,0124,1.9,대졸,사회,,국제금융역(국가공인 민간),경기,설득 100,경제와 회계 100,서비스 지향 100
7717,K000000992,토목구조설계기술자,140,건축·토목공학 기술자 및 시험원,1403,1.3,대졸,공학,토목공학과,농어업토목기술사(국가기술),서울,전산 92,공간지각력 89,지리 87
7718,K000000842,육묘 및 화훼작물재배자,901,작물재배 종사자,9014,1.6,대졸,사회,,원예기능사(국가기술),서울,신체적 강인성 94,움직임 통제 84,생물 82
7719,K000007486,과수작물재배원,901,작물재배 종사자,9013,6.5,고졸,인문,기계과,원예기능사(국가기술),서울,식품생산 100,신체적 강인성 78,생물 75
7720,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,3.1,석사,사회,,"빅데이터분석기사, 데이터분석전문가, 데이터분석준전문가",대전,문제 해결 100,컴퓨터와 전자공학 96,시간 관리 96
7721,K000001212,청원경찰,541,경호·보안 종사자,5412,5.9,대졸,사회,,일반경비지도사(국가전문),경기,행동조정 98,안전과 보안 97,청력 92
7722,K000007449,회계사,023,회계·세무·감정 전문가,0231,2.0,대졸,사회,,,충남,논리적 분석 100,판단과 의사결정 100,사무 99
7723,K000000979,오락시설 서비스 종사원,524,오락시설 서비스원,5240,7.9,전문대졸,예체능,,,대전,서비스 지향 78,철학과 신학 69,청력 68
7724,K000001170,안내·접수원,029,안내·고객상담·통계·비서 및 기타 사무원,0291,0.8,대졸,인문,,,서울,청력 81,말하기 79,상담 72
7725,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,9.1,고졸,공학,,"용접기능사, 산업기사, 기사, 기능장, 기술사(국가기술)",대전,신체적 강인성 100,움직임 통제 100,반응시간과 속도 100
7726,K000001024,제분 및 도정 관련 기계 조작원,873,식품 가공 기계 조작원,8732,8.7,고졸,공학,,,강원,상품 제조 및 공정 79,장비의 유지 74,식품생산 73
7727,K000000924,통신기기·장비기술자,131,컴퓨터하드웨어·통신공학 기술자,1312,2.6,대졸,공학,,,서울,설치 100,기술 설계 100,글쓰기 100
7728,K000001019,학예사(큐레이터),413,학예사·사서·기록물관리사,4131,9.6,대졸,예체능,경영학과,"박물관및미술관정학예사 1, 2, 3급(국가전문)",서울,지리 100,말하기 100,창의력 100
7729,K000001196,인사·교육·훈련사무원,026,경영지원 사무원,0264,4.5,대졸,교육,,ERP정보관리사《물류/생산/인사/회계》(국가공인 민간),대전,사람 파악 100,모니터링(Monitoring) 95,인적자원 관리 92
7730,K000000883,학습지·교육교구 방문강사,214,문리·기술·예능 강사,2148,1.4,대졸,인문,,,경기,가르치기 100,학습전략 99,읽고 이해하기 91
7731,K000007449,회계사,023,회계·세무·감정 전문가,0231,3.0,대졸,사회,,공인회계사(국가전문),경기,문제 해결 100,논리적 분석 100,추리력 100
7732,K000000826,전기기기·제품개발기술자 및 연구원,153,전기·전자공학 기술자 및 시험원,1531,3.0,대졸,공학,,,인천,시간 관리 100,상품 제조 및 공정 100,컴퓨터와 전자공학 97
7733,K000000902,낙농 관련 종사원,902,낙농·사육 종사자,9021,1.8,고졸,교육,,,서울,식품생산 86,생물 72,움직임 통제 64
7734,K000007449,회계사,023,회계·세무·감정 전문가,0231,5.9,대졸,사회,,공인회계사(국가전문),대구,경제와 회계 100,시간 관리 100,범주화 100
7735,K000001098,가전제품 설치 및 수리원,832,전기·전자 기기 설치·수리원,8322,3.1,대졸,공학,,,세종,고장의 발견.수리 97,통신 87,움직임 통제 86
7736,K000007449,회계사,023,회계·세무·감정 전문가,0231,3.4,대졸,사회,,,서울,판단과 의사결정 93,경제와 회계 92,듣고 이해하기 89
7737,K000001099,영상·녹화 및 편집 기사,416,연극·영화·방송 전문가,4166,7.5,대졸,공학,,"방송통신기능사, 산업기사, 기사(국가기술)",경기,청력 100,디자인 99,전산 97
7738,K000001051,통역가,411,작가·통번역가,4112,5.2,대졸,사회,,,충남,말하기 95,청력 95,반응시간과 속도 93
7739,K000001209,정육원 가공원 및 도축원,872,식품 가공 기능원,8721,5.4,고졸,공학,,식육가공기사(국가기술),서울,신체적 강인성 87,정교한 동작 82,식품생산 78
7740,K000000968,네트워크시스템개발자(네트워크엔지니어),134,네트워크 시스템 개발자 및 정보보안 전문가,1341,5.2,대졸,사회,,"전자계산기조직응용기사, 기술사(국가기술)",서울,기술 분석 100,통신 97,인적자원 관리 97
7741,K000000856,컴퓨터시스템설계 및 분석가,132,컴퓨터시스템 전문가,1320,1.7,석사,공학,,"전자계산기기능사, 기사, 기술사(국가기술)",충남,수리력 100,범주화 100,기술 분석 100
7742,K000000964,건설 배관공,703,배관공,7031,3.1,전문대졸,공학,,,서울,건축 및 설계 100,정교한 동작 94,운송 88
7743,K000008492,택배원(늘찬배달원),624,택배원 및 기타 운송 종사자,6241,7.5,고졸,인문,,,경북,유연성 및 균형 78,시간 관리 72,신체적 강인성 64
7744,K000007465,택시운전원,622,자동차 운전원,6221,2.1,고졸,인문,,"자동차운전면허 제 1종, 2종 보통(국가전문),",서울,시력 96,시간 관리 93,지리 90
7745,K000001028,영업 및 판매 관련 관리자,015,영업·판매·운송 관리자,0151,1.6,석사,사회,,,대구,물적자원 관리 100,서비스 지향 100,조직체계의 분석 및 평가 98
7746,K000001103,건설기계공학기술자 및 연구원,151,기계·로봇공학 기술자 및 시험원,1511,1.1,석사,공학,기계공학과,,경기,건축 및 설계 90,공학과 기술 90,기술 설계 90
